site_id,region,country,site_type,operator,latitude,longitude,DOA,FIRMWARE,INTERMITTENT,MECH_DAMAGE,NO_POWER,OTHER,OVERHEAT,RF_FAULT
ST-00541,EMEA,UK,Cell Site,Three,35.91792,-8.39399,4,1,3,4,0,1,4,6
ST-00542,EMEA,Poland,Cell Site,Three,48.66682,-6.24059,5,4,4,0,0,3,1,6
ST-00543,EMEA,Spain,Cell Site,Telia,40.56067,23.30707,3,4,2,2,1,1,3,4
ST-00544,EMEA,Czechia,Data Center,A1 Telekom,59.2027,24.43432,2,3,1,0,4,7,0,3
ST-00545,APAC,Thailand,Data Center,SK Telecom,38.4245,123.52257,3,2,3,3,2,3,1,0
ST-00546,EMEA,Italy,Cell Site,Telia,59.68041,9.85375,1,2,1,1,2,3,2,5
ST-00547,APAC,China,Warehouse,,31.99284,138.58314,2,2,2,3,4,3,1,5
ST-00548,EMEA,Austria,Warehouse,,52.73228,28.2688,1,3,1,4,2,5,2,4
ST-00549,EMEA,Sweden,Data Center,Telia,41.34111,2.01102,1,5,1,4,5,2,0,4
ST-00550,EMEA,Austria,Integration Center,,44.931,8.58347,1,6,2,2,3,2,1,1
ST-00551,APAC,Singapore,Cell Site,Maxis,35.99878,134.39312,3,4,1,2,1,1,1,4
ST-00552,EMEA,Sweden,Cell Site,Deutsche Telekom,51.449,-0.70793,3,5,4,1,1,0,2,5
ST-00553,APAC,Vietnam,Integration Center,,10.37471,121.58716,2,4,2,4,2,1,0,3
ST-00554,AMER,Chile,Cell Site,Bell,10.30492,-89.65869,1,7,2,2,1,1,2,4
ST-00555,APAC,South Korea,Cell Site,NTT Docomo,7.56125,126.13127,2,1,2,1,2,1,3,1
ST-00556,APAC,South Korea,Integration Center,,32.71604,103.06524,1,2,0,1,5,3,0,6
ST-00557,APAC,Japan,Cell Site,Singtel,17.57198,125.67471,2,2,2,5,1,5,2,4
ST-00558,EMEA,Austria,Cell Site,Deutsche Telekom,46.73054,28.45028,1,4,1,3,3,5,2,5
ST-00559,EMEA,UK,Cell Site,Orange,38.23998,24.17391,2,1,3,4,2,1,2,4
ST-00560,EMEA,Netherlands,Integration Center,,42.65184,17.48188,2,3,0,4,4,1,1,6
ST-00561,AMER,Canada,Cell Site,Verizon,-12.16745,-61.34121,3,0,1,4,0,6,2,5
ST-00562,AMER,Argentina,Cell Site,TIM Brasil,-30.48792,-79.45715,3,4,1,2,0,4,2,4
ST-00563,EMEA,Spain,Cell Site,Deutsche Telekom,57.76283,8.79362,5,3,6,2,2,3,2,3
ST-00564,AMER,Mexico,Cell Site,Bell,40.63116,-62.00685,4,2,1,1,3,5,2,3
ST-00565,EMEA,Spain,Data Center,Telefónica,36.69588,9.55229,1,1,3,1,1,2,2,3
ST-00566,EMEA,Spain,Cell Site,Three,52.16056,23.2871,2,3,4,3,2,6,1,6
ST-00567,AMER,Mexico,Cell Site,AT&T,-20.31599,-77.3286,3,4,1,0,5,2,2,2
ST-00568,APAC,South Korea,Cell Site,Reliance Jio,7.35395,127.76984,2,0,4,2,0,3,1,4
ST-00569,AMER,Colombia,Warehouse,,-9.38266,-89.24728,1,3,4,5,1,3,1,1
ST-00570,APAC,South Korea,Warehouse,,31.02227,132.10038,0,3,1,3,3,4,1,4
ST-00571,APAC,Singapore,Warehouse,,14.39012,115.05513,2,1,2,5,1,3,4,2
ST-00572,EMEA,France,Warehouse,,52.33651,19.80681,3,0,4,2,0,1,3,3
ST-00573,EMEA,Italy,Cell Site,Deutsche Telekom,54.25295,5.61551,2,2,2,3,1,4,1,4
ST-00574,EMEA,Spain,Warehouse,,48.40855,-5.61812,3,5,1,2,0,3,2,5
ST-00575,APAC,India,Cell Site,Bharti Airtel,37.99351,125.07079,4,2,2,1,0,3,0,9
ST-00576,EMEA,Germany,Data Center,Orange,44.38882,5.58449,0,3,2,1,1,1,2,7
ST-00577,EMEA,Netherlands,Cell Site,Telenor,37.2621,8.27693,0,3,1,1,4,2,3,7
ST-00578,EMEA,Italy,Cell Site,Telenor,51.8256,28.10218,2,4,3,1,1,3,1,6
ST-00579,EMEA,Italy,Integration Center,,51.18966,16.02846,1,4,0,2,2,3,0,10
ST-00580,EMEA,Sweden,Cell Site,Telia,54.66035,10.3922,4,5,0,2,2,3,0,3
ST-00581,EMEA,France,Cell Site,Telenor,35.80347,25.5943,1,2,3,2,1,2,2,8
ST-00582,AMER,Colombia,Integration Center,,1.22242,-60.61341,0,1,1,2,2,5,4,3
ST-00583,EMEA,Poland,Integration Center,,45.15945,16.73338,0,1,3,3,2,4,3,5
ST-00584,APAC,China,Cell Site,Maxis,18.93507,101.62097,1,3,1,1,1,4,2,6
ST-00585,AMER,Chile,Cell Site,TIM Brasil,48.76944,-74.91239,0,2,2,0,1,2,2,2
ST-00586,APAC,Australia,Cell Site,Reliance Jio,18.57035,97.20837,0,4,4,1,4,1,0,3
ST-00587,EMEA,Netherlands,Data Center,Deutsche Telekom,59.97768,25.80582,0,4,0,0,1,1,0,7
ST-00588,EMEA,Italy,Cell Site,Telia,45.56963,-3.14171,3,0,2,2,2,5,0,4
ST-00589,EMEA,UK,Integration Center,,35.74217,-3.92659,1,7,5,1,3,7,5,3
ST-00590,APAC,South Korea,Cell Site,SK Telecom,21.84274,130.78962,1,4,1,2,0,5,5,4
ST-00591,EMEA,Poland,Cell Site,Deutsche Telekom,44.08804,7.35925,4,4,0,1,3,1,1,4
ST-00592,APAC,Japan,Cell Site,Maxis,19.45761,90.87882,3,0,4,4,3,2,1,3
ST-00593,APAC,Thailand,Cell Site,Bharti Airtel,7.9046,115.04544,2,6,1,3,0,6,2,2
ST-00594,EMEA,Poland,Warehouse,,41.98484,10.93292,2,3,0,2,3,3,2,4
ST-00595,EMEA,Italy,Warehouse,,37.7025,22.11261,3,1,4,1,2,0,4,9
ST-00596,AMER,USA,Cell Site,AT&T,35.537,-73.20564,0,1,5,2,3,4,2,3
ST-00597,AMER,USA,Warehouse,,12.82959,-84.40466,2,3,3,0,1,4,3,2
ST-00598,AMER,Mexico,Cell Site,Rogers,26.4388,-68.72724,2,2,3,1,1,5,2,5
ST-00599,EMEA,Germany,Cell Site,Three,55.21481,3.90323,2,1,5,1,1,0,1,3
ST-00600,APAC,Thailand,Integration Center,,8.564,107.09155,2,1,4,5,4,4,1,5
ST-00601,EMEA,Poland,Cell Site,Orange,35.19313,6.92909,3,3,4,4,1,5,1,4
ST-00602,EMEA,Poland,Cell Site,Vodafone,41.83705,21.6016,4,2,2,4,1,4,0,5
ST-00603,EMEA,Italy,Warehouse,,51.87031,-8.96062,1,5,4,1,3,5,1,5
ST-00604,APAC,India,Cell Site,Bharti Airtel,6.62719,117.10957,3,2,3,6,3,1,0,3
ST-00605,EMEA,Spain,Cell Site,A1 Telekom,50.45243,20.75518,2,5,3,2,2,3,1,1
ST-00606,EMEA,Germany,Cell Site,Telefónica,59.20714,18.07679,3,6,4,1,2,4,1,4
ST-00607,EMEA,Sweden,Cell Site,Three,48.62242,6.57701,1,3,6,3,5,2,3,3
ST-00608,APAC,Singapore,Cell Site,China Mobile,29.78953,136.73757,2,4,2,1,4,3,3,5
ST-00609,EMEA,France,Warehouse,,45.57273,13.38531,5,1,0,2,1,3,2,6
ST-00610,EMEA,Sweden,Cell Site,Orange,40.17586,24.29868,4,3,1,1,1,4,1,6
ST-00611,APAC,Thailand,Cell Site,Maxis,28.82754,107.73536,5,1,4,2,0,11,3,3
ST-00612,EMEA,Czechia,Cell Site,Deutsche Telekom,56.85119,28.83388,1,1,1,2,2,2,1,0
ST-00613,AMER,Argentina,Integration Center,,-9.0332,-92.53482,1,2,0,0,4,3,2,7
ST-00614,EMEA,Austria,Warehouse,,55.7973,13.29721,2,2,3,4,4,1,0,3
ST-00615,EMEA,Czechia,Cell Site,Vodafone,57.10921,3.90072,4,3,0,1,0,1,1,6
ST-00616,EMEA,UK,Cell Site,Orange,49.53135,13.08848,3,5,2,3,5,4,1,3
ST-00617,APAC,Japan,Cell Site,China Mobile,8.34104,139.59658,4,2,7,1,1,2,1,1
ST-00618,EMEA,Austria,Cell Site,Telia,51.60148,16.56581,3,2,2,2,1,1,0,3
ST-00619,EMEA,Netherlands,Cell Site,Telenor,42.42174,16.01529,2,9,1,1,0,2,0,4
ST-00620,APAC,Japan,Warehouse,,33.48607,130.67513,1,5,1,3,4,2,0,3
ST-00621,APAC,Malaysia,Integration Center,,36.86928,97.43391,3,3,2,3,0,3,0,7
ST-00622,EMEA,Sweden,Warehouse,,39.57069,18.40675,4,4,2,2,0,3,0,7
ST-00623,EMEA,Austria,Cell Site,Telia,55.19347,16.9724,4,2,2,0,3,0,1,1
ST-00624,EMEA,Czechia,Data Center,Three,38.57145,13.79794,3,2,1,2,1,3,1,7
ST-00625,AMER,Argentina,Cell Site,Bell,32.35433,-94.52078,3,1,1,5,3,1,1,6
ST-00626,EMEA,Austria,Cell Site,A1 Telekom,36.39586,0.19192,3,5,4,1,2,1,0,2
ST-00627,APAC,Malaysia,Integration Center,,4.53932,97.42697,2,4,4,3,2,3,2,5
ST-00628,EMEA,Poland,Cell Site,Three,40.08435,11.22767,2,1,0,2,2,3,1,5
ST-00629,EMEA,Spain,Cell Site,A1 Telekom,38.89646,14.18729,4,4,2,2,2,3,0,3
ST-00630,AMER,Mexico,Cell Site,Verizon,-8.84057,-87.5778,0,5,0,2,0,3,2,4
ST-00631,AMER,Colombia,Cell Site,TIM Brasil,52.06587,-67.7939,4,2,0,3,2,1,1,4
ST-00632,AMER,Chile,Cell Site,Claro,3.17282,-82.10183,1,6,0,2,6,3,1,3
ST-00633,APAC,Australia,Integration Center,,5.47691,132.22708,2,2,0,0,3,3,1,3
ST-00634,EMEA,France,Warehouse,,35.09973,-4.22078,2,6,0,2,4,1,2,2
ST-00635,AMER,Argentina,Warehouse,,13.06578,-92.46287,4,2,4,3,0,3,0,3
ST-00636,APAC,Singapore,Cell Site,Telstra,25.67843,90.18202,4,3,3,2,2,7,0,3
ST-00637,EMEA,France,Data Center,Three,37.4603,20.58734,3,3,3,1,1,4,0,2
ST-00638,EMEA,Spain,Warehouse,,49.41304,-9.22167,2,2,1,2,2,1,2,4
ST-00639,APAC,South Korea,Cell Site,Singtel,9.02675,101.94817,3,1,1,1,0,2,2,1
ST-00640,EMEA,Poland,Warehouse,,56.22651,13.3015,1,3,2,2,4,3,2,2
ST-00641,EMEA,Netherlands,Integration Center,,48.53562,-6.532,6,0,0,1,1,0,0,5
ST-00642,APAC,South Korea,Cell Site,Telstra,26.62084,97.79445,5,5,5,0,2,4,1,2
ST-00643,EMEA,Austria,Cell Site,Deutsche Telekom,48.04353,13.70542,0,3,3,0,1,0,0,3
ST-00644,APAC,Malaysia,Warehouse,,33.83317,130.32235,2,3,1,1,3,1,1,8
ST-00645,EMEA,Italy,Cell Site,Telenor,39.75264,26.64767,5,3,4,1,3,2,3,6
ST-00646,EMEA,Spain,Warehouse,,35.06886,3.20502,6,2,2,3,1,2,3,2
ST-00647,APAC,South Korea,Cell Site,Telstra,3.58829,126.04825,2,3,4,1,5,4,1,2
ST-00648,EMEA,Sweden,Cell Site,Vodafone,47.50562,-3.00228,3,4,1,3,3,3,1,4
ST-00649,APAC,Japan,Integration Center,,4.3201,101.30421,3,2,1,1,2,3,0,3
ST-00650,EMEA,Spain,Cell Site,Telia,58.01879,17.10619,4,0,2,3,2,3,1,5
ST-00651,APAC,Japan,Warehouse,,10.44739,134.68723,2,1,1,1,1,4,0,4
ST-00652,APAC,Vietnam,Warehouse,,6.32329,124.4221,1,2,2,0,1,1,1,6
ST-00653,EMEA,UK,Warehouse,,45.62114,0.73265,3,3,3,1,3,6,1,5
ST-00654,AMER,Mexico,Cell Site,Bell,-11.39233,-79.96787,1,3,3,2,1,2,2,3
ST-00655,AMER,Chile,Warehouse,,48.83441,-70.30703,2,1,1,3,4,2,0,3
ST-00656,APAC,India,Cell Site,Singtel,26.82263,133.77604,2,0,0,4,1,3,0,2
ST-00657,EMEA,Italy,Warehouse,,49.2584,-2.32257,4,5,2,2,1,3,2,5
ST-00658,APAC,India,Warehouse,,39.10951,116.7372,2,5,4,2,2,3,2,3
ST-00659,EMEA,UK,Data Center,Three,42.88232,21.12683,2,2,2,0,2,3,2,7
ST-00660,AMER,Argentina,Cell Site,Claro,6.75961,-99.50153,4,2,4,0,0,4,1,5
ST-00661,EMEA,Austria,Warehouse,,42.99866,8.28776,2,2,1,2,3,2,0,6
ST-00662,EMEA,Italy,Cell Site,Orange,44.31551,12.0698,1,3,3,0,4,2,0,3
ST-00663,EMEA,Austria,Cell Site,Vodafone,39.58399,12.89744,1,6,2,2,1,7,0,3
ST-00664,EMEA,France,Warehouse,,59.66308,20.15248,3,4,1,5,1,5,1,2
ST-00665,EMEA,Poland,Cell Site,Three,52.11373,-1.9756,3,3,3,3,2,4,2,11
ST-00666,EMEA,Netherlands,Data Center,Telia,49.54435,22.78701,3,3,0,2,2,2,2,3
ST-00667,APAC,South Korea,Cell Site,Telstra,10.3849,94.33924,2,2,0,2,2,3,1,5
ST-00668,EMEA,Spain,Cell Site,Three,51.54412,16.94353,3,8,2,6,3,3,2,4
ST-00669,EMEA,Czechia,Cell Site,A1 Telekom,55.10973,15.18259,2,4,5,1,3,7,2,5
ST-00670,APAC,China,Cell Site,China Mobile,34.0747,103.30485,1,4,4,4,1,6,2,4
ST-00671,EMEA,Czechia,Cell Site,A1 Telekom,35.88207,19.31162,2,7,1,2,0,5,2,3
ST-00672,EMEA,Germany,Cell Site,Telenor,44.64849,-1.61481,1,2,3,4,3,5,3,6
ST-00673,APAC,Malaysia,Cell Site,Bharti Airtel,3.01389,127.76881,2,3,4,1,4,3,0,1
ST-00674,EMEA,UK,Warehouse,,55.65808,5.56091,4,4,0,1,1,1,1,1
ST-00675,EMEA,Austria,Cell Site,Telenor,57.12733,6.62226,1,2,1,2,0,3,4,5
ST-00676,EMEA,Netherlands,Cell Site,Three,58.7887,29.32835,1,4,1,3,1,6,4,4
ST-00677,EMEA,Poland,Warehouse,,55.44066,0.24931,8,5,0,3,0,0,1,4
ST-00678,AMER,USA,Cell Site,Claro,-2.03079,-78.6938,8,3,5,1,0,3,4,2
ST-00679,EMEA,Spain,Cell Site,Telefónica,43.21701,22.75719,2,4,1,2,0,2,2,5
ST-00680,AMER,Brazil,Data Center,Rogers,48.47933,-60.56849,1,4,0,1,2,4,2,3
ST-00681,AMER,Colombia,Cell Site,Verizon,-4.7332,-89.19024,4,1,3,0,0,1,3,5
ST-00682,EMEA,Austria,Warehouse,,39.0267,-8.1015,3,2,1,2,2,2,2,7
ST-00683,EMEA,Czechia,Cell Site,Telenor,39.42537,1.38033,1,5,1,0,0,1,2,2
ST-00684,EMEA,Netherlands,Warehouse,,44.77656,-5.61157,3,7,2,0,3,3,1,7
ST-00685,AMER,Argentina,Cell Site,TIM Brasil,38.82113,-75.23847,2,4,1,1,0,6,4,11
ST-00686,APAC,China,Cell Site,China Mobile,22.94274,117.26378,4,3,1,1,0,3,1,5
ST-00687,EMEA,Czechia,Cell Site,Three,42.24897,27.50172,1,8,0,5,4,3,1,3
ST-00688,APAC,South Korea,Cell Site,China Mobile,10.03764,123.43388,7,4,1,8,2,2,2,5
ST-00689,EMEA,Austria,Warehouse,,41.32768,29.58479,4,2,2,2,3,3,1,2
ST-00690,APAC,China,Warehouse,,36.55487,103.22783,1,4,0,0,3,4,4,6
ST-00691,APAC,India,Data Center,Maxis,39.51135,121.29797,0,4,2,1,1,1,0,3
ST-00692,EMEA,Germany,Cell Site,Telenor,53.21385,1.31664,0,4,2,2,0,3,2,6
ST-00693,EMEA,Netherlands,Cell Site,Vodafone,40.39922,24.32276,1,6,4,2,2,1,1,4
ST-00694,EMEA,Austria,Cell Site,Deutsche Telekom,41.87979,26.70118,0,3,4,3,2,3,0,3
ST-00695,EMEA,France,Cell Site,Deutsche Telekom,44.16614,-9.63411,3,4,1,1,1,3,1,5
ST-00696,AMER,Canada,Cell Site,TIM Brasil,18.29467,-85.85494,1,2,1,1,2,3,0,4
ST-00697,AMER,USA,Integration Center,,52.83762,-84.53133,2,2,3,6,2,2,0,4
ST-00698,APAC,Thailand,Cell Site,NTT Docomo,13.26427,118.31973,0,5,0,2,1,3,2,2
ST-00699,EMEA,Italy,Cell Site,Three,53.24719,28.66066,4,1,3,1,2,7,1,4
ST-00700,EMEA,Poland,Warehouse,,36.74037,6.78034,2,3,0,0,3,6,1,5
ST-00701,APAC,Indonesia,Data Center,Bharti Airtel,26.88343,90.24844,2,1,0,3,1,1,1,4
ST-00702,EMEA,Sweden,Integration Center,,47.22582,22.26127,7,5,0,1,3,3,2,3
ST-00703,APAC,Malaysia,Cell Site,Singtel,2.98399,107.02734,3,3,2,1,1,3,0,7
ST-00704,EMEA,Netherlands,Cell Site,Telenor,45.02296,18.65139,3,3,0,0,3,4,2,3
ST-00705,EMEA,France,Cell Site,Vodafone,42.39297,-0.14929,0,1,2,4,2,0,2,3
ST-00706,EMEA,Czechia,Warehouse,,37.8876,29.83518,1,6,2,4,1,2,3,4
ST-00707,EMEA,UK,Cell Site,Telia,46.79165,-8.07153,2,2,1,1,1,2,3,4
ST-00708,EMEA,Poland,Warehouse,,36.91332,-4.88183,4,4,2,2,3,2,1,6
ST-00709,EMEA,UK,Cell Site,Telefónica,40.29361,19.61701,2,6,1,1,3,3,0,5
ST-00710,EMEA,Spain,Warehouse,,48.96721,21.06638,3,2,2,1,1,3,2,3
ST-00711,EMEA,Austria,Warehouse,,35.49546,0.60464,4,3,1,1,2,2,3,4
ST-00712,EMEA,France,Data Center,Telia,45.13814,7.16055,2,5,3,4,2,1,3,5
ST-00713,AMER,Canada,Cell Site,Verizon,-30.17959,-79.53919,3,0,4,3,1,3,2,1
ST-00714,AMER,Mexico,Warehouse,,-9.20388,-92.34108,5,1,4,3,3,2,4,2
ST-00715,APAC,China,Data Center,China Mobile,27.1753,94.19248,1,1,3,2,1,0,1,3
ST-00716,EMEA,Italy,Warehouse,,56.67519,25.99301,3,1,1,1,2,1,4,7
ST-00717,APAC,Singapore,Warehouse,,13.69592,139.34498,2,2,2,2,1,2,1,5
ST-00718,EMEA,Netherlands,Warehouse,,45.03167,28.49261,3,7,2,0,1,1,1,3
ST-00719,EMEA,UK,Cell Site,Telenor,59.67196,23.07641,4,0,2,3,1,5,1,2
ST-00720,AMER,Brazil,Cell Site,T-Mobile US,-23.76523,-76.62323,2,7,2,3,1,3,0,5
ST-00721,EMEA,Poland,Warehouse,,53.298,-6.90142,1,3,2,1,3,2,1,1
ST-00722,EMEA,France,Warehouse,,57.34105,24.07218,2,1,3,4,1,5,1,5
ST-00723,EMEA,Austria,Cell Site,Telefónica,58.34641,10.57184,2,3,1,1,2,1,0,4
ST-00724,AMER,USA,Cell Site,T-Mobile US,-5.81258,-79.74621,2,1,3,3,2,2,1,5
ST-00725,EMEA,UK,Cell Site,A1 Telekom,53.23388,6.64821,3,2,1,1,3,4,1,3
ST-00726,EMEA,Poland,Cell Site,Telenor,43.79407,-6.91777,2,3,1,1,2,2,0,1
ST-00727,APAC,South Korea,Cell Site,Telstra,18.44222,109.64449,2,1,0,1,5,3,2,6
ST-00728,EMEA,Italy,Cell Site,Telefónica,51.5823,7.5498,4,4,2,1,3,3,6,4
ST-00729,EMEA,Netherlands,Cell Site,Telenor,35.10097,9.37415,2,3,2,2,1,4,3,2
ST-00730,EMEA,Sweden,Cell Site,Vodafone,54.34287,27.81219,0,3,1,3,4,7,2,6
ST-00731,EMEA,Germany,Warehouse,,39.82389,6.90144,3,4,1,1,3,5,1,3
ST-00732,EMEA,Poland,Cell Site,Telenor,56.18652,-8.28615,0,4,0,3,0,4,1,4
ST-00733,APAC,Thailand,Cell Site,China Mobile,14.64592,119.55404,2,3,2,3,1,1,3,3
ST-00734,EMEA,Czechia,Warehouse,,43.5629,9.57545,4,5,2,2,1,1,0,3
ST-00735,AMER,USA,Cell Site,Rogers,49.51969,-99.04294,3,2,1,4,1,4,2,6
ST-00736,EMEA,Italy,Cell Site,Orange,36.94787,-2.12148,5,3,6,2,1,3,0,4
ST-00737,EMEA,Netherlands,Warehouse,,44.62248,8.83159,3,3,1,2,1,3,4,5
ST-00738,EMEA,France,Warehouse,,35.91679,25.30263,3,2,4,0,1,4,0,3
ST-00739,EMEA,France,Warehouse,,53.96475,0.72041,3,6,0,2,1,2,2,6
ST-00740,EMEA,Czechia,Cell Site,Telia,41.41921,-8.97658,5,4,4,2,1,2,0,5
ST-00741,EMEA,Netherlands,Cell Site,Vodafone,44.9783,0.17921,4,3,2,0,4,5,2,5
ST-00742,AMER,Mexico,Cell Site,Rogers,20.6578,-78.08468,4,1,4,2,0,4,2,3
ST-00743,AMER,Chile,Warehouse,,51.14199,-68.19024,5,1,3,0,2,4,0,3
ST-00744,AMER,Mexico,Cell Site,Claro,-27.72218,-71.82852,3,2,2,1,0,1,3,6
ST-00745,EMEA,Netherlands,Warehouse,,37.67788,2.92351,1,3,0,1,5,3,4,1
ST-00746,EMEA,Czechia,Integration Center,,48.87545,9.8287,4,4,4,0,2,2,2,5
ST-00747,APAC,South Korea,Cell Site,NTT Docomo,28.04006,130.50142,1,1,3,1,2,3,2,2
ST-00748,EMEA,UK,Cell Site,Telenor,55.73464,-7.66665,6,2,2,0,1,3,3,5
ST-00749,EMEA,Czechia,Cell Site,Deutsche Telekom,51.04139,28.45512,0,3,1,3,3,4,3,1
ST-00750,EMEA,Netherlands,Warehouse,,53.87552,10.79612,3,5,1,0,3,3,1,4
ST-00751,EMEA,France,Cell Site,Three,59.96349,-8.24072,4,1,1,3,3,3,0,6
ST-00752,EMEA,Austria,Cell Site,Vodafone,37.20382,20.72568,4,2,1,4,1,3,3,3
ST-00753,EMEA,Netherlands,Cell Site,A1 Telekom,48.7437,-5.02302,1,8,1,3,1,5,2,0
ST-00754,AMER,Colombia,Integration Center,,-1.22187,-97.42845,4,0,2,1,1,5,3,4
ST-00755,EMEA,Poland,Cell Site,Telefónica,48.16051,-5.83722,2,1,2,3,2,4,1,5
ST-00756,EMEA,Spain,Cell Site,Telia,35.17246,2.89697,1,6,3,3,0,5,1,6
ST-00757,APAC,Australia,Cell Site,Reliance Jio,10.12084,108.10489,4,2,2,2,3,2,1,0
ST-00758,EMEA,Sweden,Data Center,Orange,43.76142,15.20052,2,4,3,1,4,2,3,3
ST-00759,APAC,Thailand,Data Center,Telstra,27.52058,96.36795,5,5,0,2,2,2,3,5
ST-00760,EMEA,Poland,Cell Site,Telenor,47.21654,25.56605,6,5,2,3,3,3,2,9
ST-00761,APAC,India,Cell Site,Singtel,6.78801,138.34373,2,2,2,0,3,2,0,2
ST-00762,APAC,India,Warehouse,,1.75446,94.98582,1,0,2,3,4,0,0,4
ST-00763,EMEA,Czechia,Warehouse,,39.43944,8.79173,4,3,1,2,1,5,0,5
ST-00764,APAC,South Korea,Cell Site,Maxis,12.66695,110.9085,3,6,4,3,0,1,3,2
ST-00765,AMER,Canada,Data Center,AT&T,49.67306,-86.34475,1,4,2,3,0,9,0,4
ST-00766,EMEA,Spain,Cell Site,Three,56.2029,-7.08771,1,1,1,6,0,6,1,3
ST-00767,APAC,Singapore,Integration Center,,32.66587,135.07796,1,1,2,0,2,5,1,2
ST-00768,EMEA,Austria,Cell Site,Telenor,42.12498,11.88396,2,6,2,2,3,3,2,2
ST-00769,EMEA,Germany,Warehouse,,39.67902,-6.36575,2,3,3,2,6,2,0,4
ST-00770,APAC,Indonesia,Cell Site,SK Telecom,31.04565,121.4915,4,1,4,1,1,1,1,8
ST-00771,AMER,Chile,Warehouse,,32.7019,-82.41256,7,5,3,2,2,3,1,5
ST-00772,EMEA,France,Warehouse,,41.24015,7.074,2,3,2,2,5,1,1,3
ST-00773,EMEA,Austria,Warehouse,,36.61976,1.34108,8,5,2,2,3,3,0,4
ST-00774,EMEA,Germany,Cell Site,Telenor,42.43807,18.58099,2,6,2,2,3,4,2,1
ST-00775,EMEA,France,Cell Site,Telenor,36.32838,-0.18913,3,4,1,2,0,3,0,7
ST-00776,EMEA,Germany,Warehouse,,41.91526,12.05442,4,3,1,4,2,3,3,4
ST-00777,EMEA,Spain,Cell Site,A1 Telekom,41.11736,-4.70284,2,4,1,4,1,4,1,3
ST-00778,APAC,India,Cell Site,Singtel,11.06125,111.09415,10,4,0,3,4,8,1,7
ST-00779,EMEA,Czechia,Data Center,Telefónica,48.13692,-8.53723,6,3,2,1,2,6,2,2
ST-00780,EMEA,Germany,Cell Site,A1 Telekom,42.74527,20.56673,1,2,2,3,1,2,1,3
ST-00781,EMEA,Austria,Warehouse,,49.94043,8.24158,3,3,5,1,3,2,4,3
ST-00782,APAC,South Korea,Warehouse,,18.66589,108.44497,3,4,3,0,5,3,2,2
ST-00783,EMEA,Spain,Warehouse,,43.5511,6.02544,3,3,3,3,1,0,0,2
ST-00784,EMEA,Poland,Cell Site,Deutsche Telekom,56.73018,8.75325,1,2,1,2,1,3,3,3
ST-00785,EMEA,Italy,Cell Site,Telenor,51.73178,22.31395,2,2,2,2,2,4,0,5
ST-00786,AMER,Argentina,Warehouse,,3.87699,-66.4334,4,2,2,2,1,2,2,7
ST-00787,EMEA,Germany,Data Center,A1 Telekom,59.81708,10.16645,2,3,1,2,4,3,2,4
ST-00788,APAC,India,Cell Site,Reliance Jio,16.70711,130.28981,1,3,4,2,3,3,1,5
ST-00789,AMER,Brazil,Cell Site,Bell,23.42529,-75.47219,1,6,3,0,1,3,1,2
ST-00790,EMEA,Poland,Cell Site,A1 Telekom,57.15312,15.97817,1,4,2,4,2,0,0,5
ST-00791,AMER,Brazil,Cell Site,Bell,22.74197,-91.72389,0,5,2,2,2,1,2,7
ST-00792,EMEA,Spain,Cell Site,Telia,52.2057,26.51991,2,6,0,2,2,5,2,4
ST-00793,EMEA,Sweden,Cell Site,Telia,49.40855,26.13491,1,3,8,3,0,2,0,5
ST-00794,EMEA,Poland,Warehouse,,43.48927,-8.29675,4,0,4,1,0,4,0,7
ST-00795,APAC,Singapore,Cell Site,Reliance Jio,18.36001,90.19785,4,1,3,1,4,1,0,5
ST-00796,EMEA,Czechia,Warehouse,,38.87043,-2.37632,4,2,4,3,1,2,4,1
ST-00797,APAC,Japan,Cell Site,Bharti Airtel,21.81958,137.49648,4,1,1,1,3,4,3,10
ST-00798,APAC,Malaysia,Cell Site,China Mobile,1.77291,101.83448,3,2,3,5,1,1,2,4
ST-00799,AMER,USA,Warehouse,,52.25086,-64.73389,1,0,3,2,0,5,1,8
ST-00800,EMEA,Poland,Warehouse,,55.87125,-6.32799,4,3,2,0,2,4,0,4
ST-00801,AMER,Argentina,Warehouse,,22.96885,-91.87459,4,3,0,3,2,3,0,3
ST-00802,EMEA,Poland,Cell Site,Telefónica,51.27561,7.10124,2,6,2,1,0,4,1,10
ST-00803,AMER,Brazil,Cell Site,Rogers,22.21026,-82.84557,4,5,2,2,0,4,2,5
ST-00804,EMEA,Poland,Data Center,Orange,57.6926,-8.98767,3,7,3,2,0,4,1,2
ST-00805,EMEA,Czechia,Integration Center,,39.78915,23.31988,1,5,1,1,2,3,3,5
ST-00806,APAC,India,Warehouse,,29.73321,99.31462,3,8,2,1,1,3,1,3
ST-00807,EMEA,Czechia,Cell Site,Deutsche Telekom,38.03591,2.45045,3,3,4,3,2,1,1,10
ST-00808,EMEA,Poland,Warehouse,,47.04671,-8.12245,0,1,3,2,1,4,0,3
ST-00809,APAC,China,Warehouse,,33.97797,116.04763,2,4,0,4,2,3,1,5
ST-00810,APAC,Malaysia,Cell Site,China Mobile,36.85985,106.28527,5,5,1,3,4,5,1,5
ST-00811,AMER,Argentina,Cell Site,Bell,-30.60529,-65.14559,0,4,0,0,1,2,2,3
