sku_id,total_returns,avg_inventory,total_shipped_qty,failure_rate,vendor,category,technology,unit_weight_kg,unit_volume_m3,std_cost_usd,supplier_nominal_lead_time_days,DOA,FIRMWARE,INTERMITTENT,MECH_DAMAGE,NO_POWER,OTHER,OVERHEAT,RF_FAULT
SKU-03750,8,9.21951219512195,250,0.032,Cisco,RAN,4G,17.49,0.181,212.89,85,3,0,0,1,0,2,0,2
SKU-00990,8,8.885714285714286,250,0.032,NEC,Small Cell,5G,42.9,0.438,208.39,30,0,1,3,1,0,0,0,3
SKU-03016,8,10.192307692307692,250,0.032,Huawei,Power,4G,17.1,0.1734,714.73,55,1,1,2,0,0,0,1,3
SKU-04858,8,8.903225806451612,250,0.032,Samsung,Edge Router,4G,21.75,0.2239,153.21,13,1,0,0,1,0,2,1,3
SKU-02859,7,8.722222222222221,219,0.0319634703196347,Cisco,Power,5G,46.84,0.4763,370.48,63,2,0,1,2,0,0,1,1
SKU-01725,7,9.294117647058824,219,0.0319634703196347,Juniper,Power,4G,24.2,0.2488,975.31,27,1,2,1,0,1,1,1,0
SKU-00819,7,8.34375,219,0.0319634703196347,Ericsson,Power,5G,3.59,0.0521,99.09,9,1,1,0,1,1,1,0,2
SKU-03944,7,8.638297872340425,219,0.0319634703196347,Ericsson,Power,5G,12.06,0.1251,598.56,38,1,0,0,1,3,2,0,0
SKU-00313,7,9.0,219,0.0319634703196347,HPE Aruba,Optical Transport,4G,19.94,0.2103,452.32,74,2,0,1,0,2,0,0,2
SKU-04189,10,9.13888888888889,313,0.03194888178913738,Ciena,Power,4G,3.71,0.055,323.95,35,1,2,1,1,2,1,0,2
SKU-04625,9,9.533333333333333,282,0.031914893617021274,Cisco,Power,Dual (4G/5G),16.16,0.1788,912.34,29,0,0,2,1,1,0,4,1
SKU-03917,9,8.146341463414634,282,0.031914893617021274,ZTE,Cabling,5G,3.93,0.0508,466.19,45,1,1,3,1,0,3,0,0
SKU-00594,6,9.5,188,0.031914893617021274,Huawei,Cabling,5G,18.82,0.1988,103.29,67,1,2,0,0,1,1,0,1
SKU-04958,6,8.804878048780488,188,0.031914893617021274,Juniper,Antenna,4G,26.81,0.2796,128.11,59,2,0,0,1,1,0,1,1
SKU-00785,9,9.133333333333333,282,0.031914893617021274,Ciena,Edge Router,4G,27.83,0.2952,299.85,78,0,0,1,1,4,2,0,1
SKU-00659,9,9.05,282,0.031914893617021274,Ericsson,Antenna,5G,23.23,0.2451,481.98,15,1,1,1,1,0,1,1,3
SKU-02730,9,11.16,282,0.031914893617021274,NEC,RAN,Dual (4G/5G),18.85,0.1895,361.78,42,1,3,0,1,2,0,1,1
SKU-02437,9,9.178571428571429,282,0.031914893617021274,ZTE,RAN,Dual (4G/5G),31.5,0.3174,431.07,67,2,3,0,0,2,2,0,0
SKU-02263,9,8.454545454545455,282,0.031914893617021274,Juniper,Antenna,4G,19.24,0.2116,209.24,67,1,0,4,1,1,1,0,1
SKU-04024,9,9.352941176470589,282,0.031914893617021274,Samsung,Optical Transport,Dual (4G/5G),27.3,0.2752,816.01,59,0,0,1,3,0,2,0,3
SKU-03973,9,8.862068965517242,282,0.031914893617021274,Huawei,Microwave,Dual (4G/5G),33.76,0.3384,113.83,10,2,0,2,0,0,1,2,2
SKU-03927,8,10.233333333333333,251,0.03187250996015936,NEC,Core,4G,13.4,0.1392,149.59,26,5,0,0,2,0,1,0,0
SKU-03776,8,10.097560975609756,251,0.03187250996015936,Huawei,Optical Transport,Dual (4G/5G),11.81,0.1341,753.34,31,1,1,0,2,0,0,1,3
SKU-00821,8,7.903225806451613,251,0.03187250996015936,NEC,Antenna,5G,11.06,0.1113,103.36,58,0,1,1,0,2,1,0,3
SKU-00842,8,9.4375,251,0.03187250996015936,HPE Aruba,Small Cell,4G,43.55,0.4413,855.09,81,2,1,0,1,2,2,0,0
SKU-01948,8,8.90625,251,0.03187250996015936,Cisco,Fiber,Dual (4G/5G),17.59,0.1883,263.62,29,0,4,1,0,0,1,1,1
SKU-03967,8,7.95,251,0.03187250996015936,NEC,Antenna,5G,5.54,0.0747,473.13,26,0,3,1,0,1,0,1,2
SKU-04430,8,9.105263157894736,251,0.03187250996015936,Cisco,Cabling,4G,37.65,0.3921,202.11,42,0,3,2,0,0,2,1,0
SKU-03302,8,9.395348837209303,251,0.03187250996015936,Cisco,Small Cell,Dual (4G/5G),27.37,0.2825,1016.2,22,0,5,1,1,0,1,0,0
SKU-00868,10,9.446808510638299,314,0.03184713375796178,Cisco,Cabling,5G,31.21,0.3154,999.82,56,0,1,2,2,2,0,2,1
SKU-00038,10,9.157894736842104,314,0.03184713375796178,Juniper,Power,5G,8.29,0.0894,421.56,38,1,1,2,1,1,2,0,2
SKU-01981,10,9.738095238095237,314,0.03184713375796178,Huawei,Core,4G,9.26,0.1064,970.9,71,2,1,1,1,2,0,0,3
SKU-00604,5,8.216216216216216,157,0.03184713375796178,Huawei,Small Cell,5G,17.07,0.1835,204.08,75,0,0,0,2,0,0,1,2
SKU-00202,7,8.073170731707316,220,0.031818181818181815,Ericsson,Edge Router,5G,56.84,0.5802,545.19,64,1,0,1,0,2,1,0,2
SKU-02256,7,9.025641025641026,220,0.031818181818181815,Juniper,Core,5G,10.25,0.1169,87.02,50,0,1,2,1,1,1,0,1
SKU-04784,7,8.31578947368421,220,0.031818181818181815,ZTE,Antenna,4G,26.95,0.275,411.3,12,0,0,0,2,1,1,1,2
SKU-00575,7,8.545454545454545,220,0.031818181818181815,HPE Aruba,Core,4G,22.48,0.225,270.5,87,0,0,1,2,0,0,0,4
SKU-01846,7,9.555555555555555,220,0.031818181818181815,Ericsson,RAN,5G,4.93,0.059,623.1,18,0,0,1,0,0,2,1,3
SKU-04496,7,7.702702702702703,220,0.031818181818181815,Samsung,Small Cell,5G,14.15,0.1603,1011.63,8,0,2,0,0,0,1,1,3
SKU-02061,9,9.357142857142858,283,0.03180212014134275,Ciena,Core,4G,11.63,0.1335,3465.22,38,2,0,2,1,1,1,2,0
SKU-00535,9,9.478260869565217,283,0.03180212014134275,Juniper,Fiber,4G,28.25,0.2832,150.01,43,2,1,1,1,1,1,1,1
SKU-03609,9,8.72340425531915,283,0.03180212014134275,NEC,Antenna,5G,36.06,0.3796,1406.88,86,1,1,0,0,1,0,1,5
SKU-01144,11,8.764705882352942,346,0.031791907514450865,Huawei,Core,4G,7.09,0.0756,523.09,36,1,4,1,1,0,2,0,2
SKU-04228,6,8.085714285714285,189,0.031746031746031744,NEC,RAN,5G,9.47,0.1119,354.55,15,1,1,2,0,0,1,1,0
SKU-02244,8,9.86111111111111,252,0.031746031746031744,Ericsson,Microwave,5G,6.64,0.067,3023.49,41,0,0,0,2,1,2,1,2
SKU-00875,10,8.535714285714286,315,0.031746031746031744,Ericsson,Edge Router,5G,33.2,0.3473,88.71,66,1,1,0,1,1,2,3,1
SKU-02766,10,8.933333333333334,315,0.031746031746031744,Samsung,RAN,Dual (4G/5G),10.65,0.1188,198.77,49,1,3,0,1,0,2,0,3
SKU-03115,8,8.5,252,0.031746031746031744,Ciena,RAN,Dual (4G/5G),12.95,0.1401,132.73,30,1,4,1,0,1,0,0,1
SKU-03559,8,8.875,252,0.031746031746031744,ZTE,Cabling,5G,23.29,0.2452,403.85,46,0,2,2,1,1,1,0,1
SKU-01017,8,9.024390243902438,252,0.031746031746031744,Cisco,RAN,4G,65.3,0.6688,556.37,35,2,2,0,1,0,1,1,1
SKU-04811,8,8.617647058823529,252,0.031746031746031744,Huawei,Power,5G,10.73,0.1235,336.03,31,1,0,2,1,0,1,0,3
SKU-01313,10,9.69047619047619,315,0.031746031746031744,Juniper,Fiber,5G,23.88,0.255,119.61,36,2,0,0,2,1,2,1,2
SKU-01751,8,9.13953488372093,252,0.031746031746031744,Huawei,Cabling,4G,9.98,0.1135,1398.66,66,0,2,0,0,0,1,0,5
SKU-03813,8,8.638297872340425,252,0.031746031746031744,Ericsson,Microwave,5G,8.56,0.0985,820.15,41,1,0,1,1,1,3,1,0
SKU-01670,9,8.833333333333334,284,0.03169014084507042,Nokia,Cabling,4G,16.61,0.182,198.75,62,0,2,2,0,1,2,1,1
SKU-04286,9,9.339622641509434,284,0.03169014084507042,Cisco,Fiber,5G,22.16,0.2365,445.46,21,1,2,1,0,0,1,1,3
SKU-04168,9,9.212765957446809,284,0.03169014084507042,Nokia,RAN,Dual (4G/5G),8.07,0.0975,235.29,45,1,2,0,0,2,2,1,1
SKU-00904,7,9.142857142857142,221,0.03167420814479638,Nokia,Core,5G,28.51,0.2937,56.21,71,1,0,0,2,1,2,1,0
SKU-02803,7,9.291666666666666,221,0.03167420814479638,NEC,RAN,5G,3.55,0.0519,744.48,16,0,0,1,1,1,0,0,4
SKU-04783,10,9.365853658536585,316,0.03164556962025317,Juniper,Core,Dual (4G/5G),7.57,0.0779,707.01,85,0,3,0,2,0,1,1,3
SKU-01612,10,9.057142857142857,316,0.03164556962025317,Nokia,Small Cell,4G,12.92,0.1396,764.16,81,0,2,0,2,2,1,1,2
SKU-01195,10,9.951219512195122,316,0.03164556962025317,ZTE,Cabling,5G,49.31,0.4975,186.44,51,1,1,2,1,0,1,0,4
SKU-00087,10,8.096774193548388,316,0.03164556962025317,Huawei,Cabling,5G,13.81,0.1516,445.72,84,2,0,2,2,0,2,1,1
SKU-04956,8,7.606060606060606,253,0.03162055335968379,Cisco,Fiber,4G,23.6,0.2424,170.04,48,1,1,0,0,1,3,2,0
SKU-00949,8,8.953488372093023,253,0.03162055335968379,Cisco,Power,5G,8.31,0.0892,1594.0,47,0,2,0,0,1,3,0,2
SKU-00206,8,8.210526315789474,253,0.03162055335968379,ZTE,Power,Dual (4G/5G),12.01,0.1249,923.45,58,3,2,1,0,0,0,0,2
SKU-04533,8,9.088235294117647,253,0.03162055335968379,Juniper,Small Cell,Dual (4G/5G),3.8,0.0414,497.65,87,0,2,0,2,2,1,1,0
SKU-01111,8,8.14,253,0.03162055335968379,Juniper,Core,5G,37.58,0.3762,49.28,45,1,0,1,1,1,0,1,3
SKU-03988,8,10.28125,253,0.03162055335968379,Ericsson,Edge Router,4G,3.08,0.0461,172.23,25,2,3,1,0,0,0,1,1
SKU-01100,8,9.19047619047619,253,0.03162055335968379,Juniper,Optical Transport,4G,43.82,0.45,151.03,9,1,1,0,1,1,1,1,2
SKU-03822,11,9.206896551724139,348,0.031609195402298854,Samsung,RAN,4G,10.24,0.1158,1284.05,67,0,2,2,2,0,2,1,2
SKU-02402,9,9.774193548387096,285,0.031578947368421054,NEC,Small Cell,5G,19.0,0.2028,504.63,78,0,1,0,0,3,3,1,1
SKU-01605,9,9.157894736842104,285,0.031578947368421054,HPE Aruba,Core,Dual (4G/5G),4.9,0.0561,311.25,75,1,1,1,0,1,2,0,3
SKU-02920,9,9.0,285,0.031578947368421054,HPE Aruba,Cabling,4G,44.03,0.4468,225.86,88,3,1,1,2,0,1,0,1
SKU-01850,12,9.642857142857142,380,0.031578947368421054,Samsung,Core,5G,7.66,0.0807,268.38,10,1,3,1,0,2,2,0,3
SKU-04947,10,9.384615384615385,317,0.031545741324921134,HPE Aruba,Antenna,5G,12.01,0.1295,428.63,18,1,2,1,1,1,3,0,1
SKU-02383,7,8.5,222,0.03153153153153153,Samsung,RAN,5G,15.6,0.1644,244.2,53,3,0,1,1,0,0,2,0
SKU-00116,7,9.5,222,0.03153153153153153,Samsung,Power,4G,22.32,0.2368,214.98,50,0,1,1,1,1,0,1,2
SKU-01982,7,8.945945945945946,222,0.03153153153153153,Nokia,Small Cell,5G,17.1,0.1761,797.24,63,1,1,0,0,1,2,1,1
SKU-02762,8,9.02127659574468,254,0.031496062992125984,ZTE,Edge Router,Dual (4G/5G),36.56,0.3801,108.75,71,1,2,2,1,1,1,0,0
SKU-00239,8,10.382352941176471,254,0.031496062992125984,HPE Aruba,Small Cell,4G,21.82,0.2263,142.61,57,2,2,1,1,0,2,0,0
SKU-01837,8,9.307692307692308,254,0.031496062992125984,Huawei,Core,5G,15.64,0.1704,75.73,74,2,1,0,2,0,1,0,2
SKU-03057,8,8.975609756097562,254,0.031496062992125984,Huawei,Optical Transport,5G,17.27,0.1762,357.71,73,0,0,1,1,3,1,0,2
SKU-00199,8,7.880952380952381,254,0.031496062992125984,Nokia,Cabling,Dual (4G/5G),34.88,0.3669,114.26,68,2,1,0,0,2,0,0,3
SKU-01162,9,8.974358974358974,286,0.03146853146853147,Nokia,Microwave,4G,16.43,0.1799,166.63,76,2,1,2,1,0,0,1,2
SKU-03772,9,8.717391304347826,286,0.03146853146853147,Nokia,Cabling,4G,46.27,0.4636,129.66,31,3,0,0,0,2,3,0,1
SKU-03219,9,8.924528301886792,286,0.03146853146853147,HPE Aruba,RAN,4G,60.06,0.6158,387.36,10,1,2,0,0,1,1,3,1
SKU-00864,9,9.222222222222221,286,0.03146853146853147,Huawei,Cabling,5G,20.14,0.2019,126.87,13,2,2,0,1,1,2,0,1
SKU-02788,9,9.209302325581396,286,0.03146853146853147,Huawei,Core,4G,30.64,0.31,615.39,40,1,1,0,0,2,1,1,3
SKU-04968,9,8.8,286,0.03146853146853147,Huawei,Fiber,5G,8.28,0.0939,605.45,73,2,3,0,1,0,0,0,3
SKU-03163,9,7.96969696969697,286,0.03146853146853147,ZTE,Fiber,5G,19.72,0.198,893.19,67,1,0,3,1,1,1,0,2
SKU-02528,10,8.433962264150944,318,0.031446540880503145,Ciena,Small Cell,5G,13.87,0.1458,201.64,10,1,3,1,0,0,3,0,2
SKU-00747,10,9.13953488372093,318,0.031446540880503145,NEC,RAN,Dual (4G/5G),21.54,0.2297,430.29,73,2,1,2,0,0,3,0,2
SKU-01291,6,8.75,191,0.031413612565445025,Ciena,Power,Dual (4G/5G),11.45,0.1299,329.1,6,0,1,2,0,1,0,1,1
SKU-02613,7,9.666666666666666,223,0.03139013452914798,Huawei,Microwave,Dual (4G/5G),10.14,0.109,425.37,82,0,2,2,2,0,0,0,1
SKU-02880,7,8.073170731707316,223,0.03139013452914798,Ciena,Microwave,Dual (4G/5G),9.38,0.1006,818.31,37,0,0,0,3,2,0,1,1
SKU-04064,7,8.5,223,0.03139013452914798,Cisco,RAN,4G,19.18,0.2038,88.02,44,0,1,1,2,0,2,0,1
SKU-00379,7,9.340425531914894,223,0.03139013452914798,NEC,Antenna,5G,8.55,0.1029,940.22,47,2,1,0,0,1,1,0,2
SKU-01338,7,9.8,223,0.03139013452914798,Ericsson,Fiber,4G,26.98,0.2831,987.35,27,1,2,1,1,0,0,1,1
SKU-00208,7,8.325,223,0.03139013452914798,Huawei,Optical Transport,5G,20.71,0.223,415.1,56,2,1,0,1,1,0,1,1
SKU-03704,7,9.236842105263158,223,0.03139013452914798,Juniper,RAN,4G,6.54,0.085,371.09,16,0,1,0,0,2,3,0,1
SKU-04007,8,8.87719298245614,255,0.03137254901960784,HPE Aruba,RAN,4G,8.29,0.1001,347.51,16,0,1,2,3,1,0,0,1
SKU-00100,8,9.5,255,0.03137254901960784,Ciena,Cabling,Dual (4G/5G),3.59,0.0537,238.92,34,0,2,0,1,1,1,1,2
SKU-00991,8,8.911111111111111,255,0.03137254901960784,Ciena,Edge Router,5G,7.25,0.0762,223.09,82,1,1,0,2,1,0,2,1
SKU-01999,8,8.837837837837839,255,0.03137254901960784,Nokia,RAN,5G,10.63,0.1121,117.87,53,1,4,0,0,0,0,1,2
SKU-03699,8,8.377777777777778,255,0.03137254901960784,HPE Aruba,Edge Router,4G,52.27,0.5286,258.17,42,2,1,0,0,2,1,0,2
SKU-00319,8,9.581395348837209,255,0.03137254901960784,Ciena,Core,5G,18.19,0.1878,127.48,8,0,5,0,0,0,0,2,1
SKU-03779,8,8.591836734693878,255,0.03137254901960784,Ericsson,Fiber,4G,40.55,0.4127,562.83,44,1,1,0,0,0,1,1,4
SKU-00434,8,8.837837837837839,255,0.03137254901960784,Huawei,Power,Dual (4G/5G),10.85,0.1101,605.32,79,1,0,1,0,1,3,1,1
SKU-01691,9,8.96551724137931,287,0.0313588850174216,ZTE,Microwave,Dual (4G/5G),19.25,0.1965,1067.95,32,1,0,0,2,2,1,1,2
SKU-03171,10,9.666666666666666,319,0.03134796238244514,Ericsson,Fiber,5G,25.41,0.2592,478.77,89,0,2,0,1,0,3,1,3
SKU-02911,10,9.073170731707316,319,0.03134796238244514,ZTE,Antenna,4G,9.71,0.1033,615.64,26,2,3,1,0,1,2,0,1
SKU-03818,11,9.28125,351,0.03133903133903134,Cisco,Core,Dual (4G/5G),17.05,0.1731,409.16,59,3,1,0,1,0,3,1,2
SKU-00981,7,9.7,224,0.03125,ZTE,Edge Router,5G,35.02,0.3554,343.7,50,1,0,2,1,2,0,0,1
SKU-03449,10,9.222222222222221,320,0.03125,Cisco,Antenna,5G,28.07,0.2916,622.47,87,4,1,1,2,1,0,0,1
SKU-01683,8,8.86046511627907,256,0.03125,Ericsson,Microwave,5G,57.53,0.5831,350.19,44,0,1,1,1,0,0,1,4
SKU-03948,9,8.636363636363637,288,0.03125,Nokia,Small Cell,4G,19.94,0.2046,592.24,17,0,2,1,1,1,2,1,1
SKU-02593,9,9.465116279069768,288,0.03125,NEC,Core,5G,33.39,0.3485,777.18,13,0,3,0,0,2,4,0,0
SKU-04888,9,9.162162162162161,288,0.03125,Samsung,Core,5G,8.82,0.0926,185.05,79,3,1,2,2,0,1,0,0
SKU-00343,9,8.454545454545455,288,0.03125,ZTE,Small Cell,4G,79.95,0.816,973.46,53,0,2,0,0,1,0,0,6
SKU-03397,8,8.9375,256,0.03125,Nokia,Power,4G,32.26,0.3311,384.36,86,0,2,2,1,1,2,0,0
SKU-02691,10,9.885714285714286,320,0.03125,HPE Aruba,Cabling,4G,16.46,0.1837,72.87,21,1,3,2,0,0,3,1,0
SKU-01331,6,8.227272727272727,192,0.03125,Juniper,Fiber,4G,24.85,0.2589,668.02,86,0,2,0,1,1,1,0,1
SKU-00443,9,9.666666666666666,288,0.03125,Ericsson,Cabling,5G,17.77,0.1821,534.18,86,3,2,0,1,1,1,0,1
SKU-02733,7,8.381818181818181,224,0.03125,Huawei,Edge Router,4G,2.7,0.044,120.47,37,1,2,0,1,0,1,1,1
SKU-03328,10,9.324324324324325,320,0.03125,NEC,Antenna,4G,27.61,0.2788,346.59,29,2,1,0,1,5,1,0,0
SKU-03103,9,8.09375,288,0.03125,Ericsson,Small Cell,5G,15.73,0.1754,664.9,14,0,0,1,0,2,1,4,1
SKU-00950,10,8.8125,320,0.03125,Huawei,Core,4G,11.84,0.1364,263.87,12,1,3,0,2,0,2,1,1
SKU-04371,9,9.39622641509434,288,0.03125,Ericsson,Antenna,4G,41.34,0.4232,1166.74,51,1,0,1,0,1,3,0,3
SKU-03695,8,10.40625,256,0.03125,Juniper,RAN,Dual (4G/5G),32.77,0.3308,344.43,39,0,1,0,2,1,1,0,3
SKU-04865,8,9.181818181818182,256,0.03125,Cisco,Antenna,Dual (4G/5G),15.43,0.1548,1172.22,79,1,1,0,3,1,1,1,0
SKU-00683,7,9.592592592592593,224,0.03125,Juniper,Microwave,4G,30.38,0.3192,749.48,8,0,1,1,0,2,1,2,0
SKU-01478,10,8.857142857142858,320,0.03125,NEC,Fiber,5G,2.52,0.0329,451.88,65,1,1,2,2,2,1,0,1
SKU-04278,9,8.892857142857142,288,0.03125,Nokia,Cabling,Dual (4G/5G),19.21,0.1957,226.58,69,3,0,1,1,0,0,0,4
SKU-01044,8,10.087719298245615,256,0.03125,HPE Aruba,Fiber,Dual (4G/5G),20.33,0.2078,999.51,35,2,0,0,0,2,3,0,1
SKU-04991,8,8.89655172413793,256,0.03125,ZTE,Cabling,4G,12.58,0.1436,244.22,12,0,0,3,1,1,1,1,1
SKU-03417,12,9.479166666666666,385,0.03116883116883117,Juniper,Optical Transport,5G,14.62,0.1528,145.33,76,1,1,1,3,1,2,1,2
SKU-02742,10,8.675675675675675,321,0.03115264797507788,Cisco,Edge Router,Dual (4G/5G),22.78,0.243,1738.18,73,2,2,1,1,2,0,0,2
SKU-03078,9,8.941176470588236,289,0.031141868512110725,Ericsson,Antenna,Dual (4G/5G),14.85,0.1632,1039.23,52,2,3,0,0,1,2,0,1
SKU-02081,9,8.5,289,0.031141868512110725,Ericsson,Optical Transport,5G,21.46,0.2238,568.64,28,2,1,0,1,2,0,0,3
SKU-02951,9,8.037037037037036,289,0.031141868512110725,ZTE,Fiber,4G,21.02,0.23,546.92,5,0,1,1,1,2,3,0,1
SKU-01296,9,8.777777777777779,289,0.031141868512110725,HPE Aruba,RAN,5G,39.93,0.4147,482.81,49,3,0,1,1,2,1,0,1
SKU-02393,8,9.959183673469388,257,0.0311284046692607,Samsung,Edge Router,5G,31.75,0.3345,442.25,35,0,2,2,2,0,1,0,1
SKU-02224,8,9.615384615384615,257,0.0311284046692607,Ericsson,Core,5G,32.88,0.3381,804.84,51,2,1,2,0,0,0,1,2
SKU-00098,8,9.485714285714286,257,0.0311284046692607,Juniper,RAN,4G,36.54,0.3662,861.08,41,0,0,1,1,3,0,0,3
SKU-01640,8,9.11111111111111,257,0.0311284046692607,HPE Aruba,Core,Dual (4G/5G),38.58,0.403,589.15,57,0,0,2,0,2,2,0,2
SKU-03526,8,10.28125,257,0.0311284046692607,HPE Aruba,Small Cell,Dual (4G/5G),23.42,0.2365,588.82,53,2,0,0,0,1,1,2,2
SKU-02131,8,8.547619047619047,257,0.0311284046692607,NEC,RAN,Dual (4G/5G),10.12,0.1153,1156.46,50,1,2,1,0,0,2,1,1
SKU-00121,7,8.862745098039216,225,0.03111111111111111,NEC,RAN,5G,36.24,0.3817,54.38,35,1,2,0,2,1,0,0,1
SKU-03738,7,9.0,225,0.03111111111111111,Juniper,Antenna,Dual (4G/5G),40.83,0.4134,567.23,86,0,2,2,0,1,0,0,2
SKU-03056,7,9.674418604651162,225,0.03111111111111111,Ciena,Edge Router,Dual (4G/5G),22.32,0.2235,435.4,28,1,1,1,0,0,1,0,3
SKU-01421,6,8.387096774193548,193,0.031088082901554404,Cisco,RAN,4G,29.15,0.3111,237.54,64,2,1,0,1,1,0,1,0
SKU-00895,6,8.439024390243903,193,0.031088082901554404,HPE Aruba,Fiber,Dual (4G/5G),41.45,0.4205,887.02,73,0,2,0,1,0,2,0,1
SKU-04149,6,9.0,193,0.031088082901554404,Ciena,RAN,5G,16.7,0.1781,188.42,69,0,1,0,1,1,0,1,2
SKU-04656,11,9.179487179487179,354,0.031073446327683617,Ericsson,Edge Router,4G,31.54,0.3156,364.71,25,0,2,1,0,4,3,0,1
SKU-04547,11,9.052631578947368,354,0.031073446327683617,ZTE,Power,5G,20.95,0.215,107.24,86,2,1,3,0,0,1,1,3
SKU-03856,10,8.604651162790697,322,0.031055900621118012,Samsung,Antenna,4G,36.82,0.3862,467.41,40,0,2,2,3,0,2,0,1
SKU-02305,9,8.722222222222221,290,0.03103448275862069,Huawei,RAN,4G,24.93,0.2656,464.5,32,1,0,2,2,0,0,0,4
SKU-04841,8,9.238095238095237,258,0.031007751937984496,Ericsson,Fiber,5G,28.89,0.2996,341.85,53,1,1,1,0,2,0,1,2
SKU-03169,8,9.428571428571429,258,0.031007751937984496,Ericsson,Cabling,5G,9.23,0.1114,394.01,66,0,1,0,1,1,0,1,4
SKU-04686,8,8.969696969696969,258,0.031007751937984496,Huawei,Antenna,5G,14.73,0.1475,280.11,73,0,3,0,0,0,4,1,0
SKU-00897,8,9.285714285714286,258,0.031007751937984496,HPE Aruba,RAN,5G,10.62,0.1189,185.4,84,1,2,1,0,2,0,0,2
SKU-02201,8,8.644444444444444,258,0.031007751937984496,Juniper,RAN,5G,33.16,0.3442,618.62,32,1,2,1,1,0,1,1,1
SKU-02329,8,9.046511627906977,258,0.031007751937984496,HPE Aruba,Cabling,5G,32.01,0.3285,466.13,83,2,1,0,0,1,2,0,2
SKU-00546,8,9.756756756756756,258,0.031007751937984496,Nokia,Power,5G,14.6,0.1614,251.11,71,0,1,2,0,0,1,3,1
SKU-02065,7,9.818181818181818,226,0.030973451327433628,Huawei,Small Cell,4G,7.94,0.0967,975.39,87,0,1,2,1,1,1,0,1
SKU-01492,7,9.424242424242424,226,0.030973451327433628,Ciena,Power,5G,16.43,0.1837,458.95,14,2,1,0,0,1,1,0,2
SKU-02145,7,8.0,226,0.030973451327433628,HPE Aruba,Small Cell,4G,16.48,0.175,3066.26,80,0,3,0,1,2,1,0,0
SKU-03093,7,9.425,226,0.030973451327433628,NEC,Small Cell,5G,11.49,0.1296,367.99,74,0,1,0,1,2,1,0,2
SKU-01197,10,9.025,323,0.030959752321981424,Cisco,Small Cell,4G,26.99,0.2767,943.5,70,2,3,2,2,1,0,0,0
SKU-02000,10,9.307692307692308,323,0.030959752321981424,Huawei,Fiber,5G,27.93,0.2855,359.16,20,0,1,2,1,0,2,1,3
SKU-04855,10,8.717391304347826,323,0.030959752321981424,ZTE,Edge Router,4G,34.99,0.368,905.68,87,1,2,1,0,0,3,1,2
SKU-03428,9,8.324324324324325,291,0.030927835051546393,Juniper,Power,5G,15.72,0.1594,348.85,60,2,1,1,1,1,3,0,0
SKU-03573,12,8.74468085106383,388,0.030927835051546393,NEC,RAN,5G,13.28,0.1497,509.98,22,2,0,0,2,1,2,2,3
SKU-02332,6,8.3,194,0.030927835051546393,HPE Aruba,Antenna,4G,7.17,0.0812,259.07,52,0,1,1,0,0,3,1,0
SKU-00095,11,8.868421052631579,356,0.03089887640449438,Juniper,Microwave,4G,21.75,0.2243,420.52,11,0,3,0,2,1,1,2,2
SKU-02888,8,9.236363636363636,259,0.03088803088803089,Cisco,RAN,Dual (4G/5G),17.23,0.1784,210.16,47,0,1,0,1,2,0,1,3
SKU-00456,8,9.023255813953488,259,0.03088803088803089,NEC,Power,5G,38.24,0.3866,2014.7,33,0,1,3,0,2,1,1,0
SKU-04895,8,8.86046511627907,259,0.03088803088803089,NEC,RAN,5G,7.66,0.0918,303.95,75,0,2,1,3,1,1,0,0
SKU-00060,8,8.829268292682928,259,0.03088803088803089,NEC,Optical Transport,Dual (4G/5G),21.38,0.2223,158.88,11,0,2,3,2,0,1,0,0
SKU-01076,10,7.777777777777778,324,0.030864197530864196,Ciena,Core,4G,73.58,0.7442,285.52,56,0,2,1,3,0,1,0,3
SKU-04908,5,8.933333333333334,162,0.030864197530864196,ZTE,Power,5G,4.6,0.0648,558.96,71,1,0,2,1,0,0,0,1
SKU-02632,10,8.854166666666666,324,0.030864197530864196,Samsung,Fiber,5G,13.91,0.149,265.66,86,2,1,2,1,0,1,0,3
SKU-00228,7,9.578947368421053,227,0.030837004405286344,Juniper,RAN,5G,26.3,0.2663,125.13,41,0,1,1,2,2,0,0,1
SKU-00624,7,8.741935483870968,227,0.030837004405286344,HPE Aruba,Fiber,4G,18.34,0.185,366.49,34,1,1,0,1,0,1,0,3
SKU-03705,7,8.942857142857143,227,0.030837004405286344,Ciena,RAN,5G,4.99,0.0658,201.41,56,0,2,0,2,2,1,0,0
SKU-04330,7,9.619047619047619,227,0.030837004405286344,Juniper,Fiber,4G,12.16,0.1264,675.55,57,0,0,1,1,0,3,0,2
SKU-02947,7,9.0,227,0.030837004405286344,HPE Aruba,RAN,5G,20.89,0.2144,536.82,84,1,1,0,2,1,0,0,2
SKU-04899,7,9.463414634146341,227,0.030837004405286344,HPE Aruba,Power,4G,5.74,0.0617,412.77,89,0,2,1,2,1,0,0,1
SKU-00996,7,8.592592592592593,227,0.030837004405286344,NEC,Small Cell,5G,34.43,0.3557,302.16,8,2,3,0,0,0,0,0,2
SKU-03682,7,9.225,227,0.030837004405286344,Juniper,Optical Transport,4G,13.07,0.1354,667.49,14,2,2,0,2,1,0,0,0
SKU-03487,9,8.72340425531915,292,0.030821917808219176,Cisco,Fiber,5G,12.22,0.1263,610.6,49,1,1,0,0,0,3,2,2
