site_id,rma_date,rma_count,rolling_mean,rolling_std,z_score,deviation,pct_change,severity,consecutive_count,region,site_type,country,operator,week_number,year
ST-00359,2025-03-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Deutsche Telekom,13,2025
ST-00360,2024-02-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Deutsche Telekom,7,2024
ST-00361,2024-12-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,52,2024
ST-00361,2025-10-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,44,2025
ST-00362,2024-04-29,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Thailand,,18,2024
ST-00364,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Bharti Airtel,42,2023
ST-00367,2024-04-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Deutsche Telekom,16,2024
ST-00368,2025-09-29,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,China,,40,2025
ST-00369,2023-01-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Deutsche Telekom,3,2023
ST-00369,2024-09-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Deutsche Telekom,40,2024
ST-00371,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,51,2024
ST-00372,2025-08-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Deutsche Telekom,35,2025
ST-00373,2024-08-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Italy,,32,2024
ST-00373,2025-08-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Italy,,32,2025
ST-00375,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Vodafone,22,2024
ST-00375,2025-05-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Vodafone,20,2025
ST-00376,2023-11-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,A1 Telekom,47,2023
ST-00377,2025-01-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telefónica,5,2025
ST-00378,2023-09-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,37,2023
ST-00379,2023-03-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,A1 Telekom,11,2023
ST-00379,2025-09-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,A1 Telekom,38,2025
ST-00380,2024-05-13,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,20,2024
ST-00381,2023-09-25,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Vietnam,,39,2023
ST-00383,2025-06-23,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,SK Telecom,26,2025
ST-00384,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,4,2025
ST-00386,2023-03-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Telstra,10,2023
ST-00386,2024-10-21,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Telstra,43,2024
ST-00387,2023-10-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telefónica,44,2023
ST-00388,2024-06-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Deutsche Telekom,23,2024
ST-00389,2023-06-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,24,2023
ST-00389,2024-04-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,15,2024
ST-00390,2023-09-25,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,Telstra,39,2023
ST-00390,2025-01-27,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,Telstra,5,2025
ST-00395,2023-08-07,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,Maxis,32,2023
ST-00395,2025-04-07,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,Maxis,15,2025
ST-00397,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Argentina,,20,2023
ST-00398,2025-03-24,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Data Center,Brazil,T-Mobile US,13,2025
ST-00399,2023-10-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Deutsche Telekom,40,2023
ST-00399,2024-11-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Deutsche Telekom,46,2024
ST-00400,2025-10-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telia,43,2025
ST-00401,2023-02-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telia,8,2023
ST-00402,2023-04-03,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Canada,,14,2023
ST-00402,2025-06-02,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Canada,,23,2025
ST-00403,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Poland,Telenor,51,2024
ST-00404,2023-05-08,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,Rogers,19,2023
ST-00404,2024-06-24,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,Rogers,26,2024
ST-00404,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,Rogers,14,2025
ST-00404,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,Rogers,41,2025
ST-00405,2025-07-07,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Maxis,28,2025
ST-00406,2024-08-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Orange,35,2024
ST-00408,2024-04-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Deutsche Telekom,14,2024
ST-00409,2024-04-01,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Thailand,,14,2024
ST-00410,2023-07-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,30,2023
ST-00411,2025-04-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telia,18,2025
ST-00412,2024-01-01,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Indonesia,SK Telecom,1,2024
ST-00415,2023-03-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,13,2023
ST-00415,2024-07-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,27,2024
ST-00416,2023-05-01,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,TIM Brasil,18,2023
ST-00417,2023-06-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Three,26,2023
ST-00417,2024-05-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Three,21,2024
ST-00418,2024-02-19,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,8,2024
ST-00419,2023-06-05,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,China Mobile,23,2023
ST-00419,2024-12-23,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,China Mobile,52,2024
ST-00420,2024-03-04,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,China Mobile,10,2024
ST-00421,2024-12-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,50,2024
ST-00422,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,TIM Brasil,28,2023
ST-00422,2025-05-26,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,TIM Brasil,22,2025
ST-00424,2023-12-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,52,2023
ST-00424,2025-03-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,11,2025
ST-00425,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,28,2023
ST-00425,2025-04-07,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,15,2025
ST-00428,2023-04-10,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,Bharti Airtel,15,2023
ST-00429,2024-10-28,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Colombia,,44,2024
ST-00430,2025-09-15,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Singapore,,38,2025
ST-00431,2024-05-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Three,20,2024
ST-00432,2023-02-13,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,7,2023
ST-00433,2024-11-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Telefónica,45,2024
ST-00434,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Argentina,,19,2024
ST-00435,2024-06-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Poland,,25,2024
ST-00436,2024-06-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Spain,,24,2024
ST-00437,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Telstra,3,2024
ST-00437,2024-12-09,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Telstra,50,2024
ST-00438,2024-12-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Netherlands,,50,2024
ST-00438,2025-04-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Netherlands,,17,2025
ST-00439,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Poland,,12,2024
ST-00440,2023-02-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Telefónica,7,2023
ST-00440,2025-04-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Telefónica,17,2025
ST-00441,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Singtel,3,2024
ST-00443,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,UK,,4,2025
ST-00444,2024-07-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,27,2024
ST-00444,2025-05-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,22,2025
ST-00445,2023-09-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telefónica,38,2023
ST-00450,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Italy,,41,2025
ST-00451,2024-08-05,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Reliance Jio,32,2024
ST-00451,2025-06-09,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Reliance Jio,24,2025
ST-00452,2025-06-09,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Thailand,Telstra,24,2025
ST-00453,2024-07-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Spain,Deutsche Telekom,29,2024
ST-00454,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,Bharti Airtel,34,2023
ST-00454,2025-05-05,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,Bharti Airtel,19,2025
ST-00458,2023-07-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Deutsche Telekom,27,2023
ST-00461,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Three,22,2024
ST-00461,2025-10-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Three,42,2025
ST-00462,2023-01-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,3,2023
ST-00462,2024-01-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,4,2024
ST-00462,2025-03-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Orange,11,2025
ST-00463,2024-11-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Deutsche Telekom,47,2024
ST-00464,2024-08-12,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,Claro,33,2024
ST-00466,2024-11-04,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Chile,,45,2024
ST-00470,2024-03-11,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,South Korea,,11,2024
ST-00470,2025-07-21,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,South Korea,,30,2025
ST-00471,2024-10-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,41,2024
ST-00471,2025-07-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,30,2025
ST-00472,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Vietnam,Bharti Airtel,4,2025
ST-00472,2025-08-25,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Vietnam,Bharti Airtel,35,2025
ST-00474,2023-08-07,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Vietnam,,32,2023
ST-00474,2025-05-19,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Vietnam,,21,2025
ST-00475,2025-06-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Orange,25,2025
ST-00476,2024-11-11,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Japan,,46,2024
ST-00477,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,3,2024
ST-00477,2024-08-26,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,35,2024
ST-00478,2025-03-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Italy,Deutsche Telekom,12,2025
ST-00479,2025-11-03,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,Telstra,45,2025
ST-00480,2023-07-24,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,China,,30,2023
ST-00481,2023-12-11,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,T-Mobile US,50,2023
ST-00481,2024-12-30,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,T-Mobile US,1,2024
ST-00483,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telefónica,3,2024
ST-00484,2023-10-30,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,Claro,44,2023
ST-00485,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,Maxis,42,2023
ST-00486,2023-04-03,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,Claro,14,2023
ST-00487,2024-08-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,35,2024
ST-00488,2024-09-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,A1 Telekom,36,2024
ST-00489,2025-01-13,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,Claro,3,2025
ST-00490,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,Bell,42,2023
ST-00492,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Deutsche Telekom,20,2023
ST-00493,2024-01-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Three,5,2024
ST-00495,2023-11-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,48,2023
ST-00495,2024-12-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,52,2024
ST-00496,2023-02-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Three,7,2023
ST-00496,2023-12-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Three,49,2023
ST-00498,2024-09-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Germany,Three,36,2024
ST-00498,2025-02-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Germany,Three,7,2025
ST-00499,2025-07-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Deutsche Telekom,31,2025
ST-00500,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Orange,12,2024
ST-00501,2023-03-13,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Canada,AT&T,11,2023
ST-00501,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Canada,AT&T,3,2024
ST-00504,2023-11-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Netherlands,,48,2023
ST-00506,2024-09-23,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,39,2024
ST-00507,2023-09-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,38,2023
ST-00507,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,4,2025
ST-00507,2025-06-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,23,2025
ST-00509,2024-04-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,14,2024
ST-00510,2024-08-12,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Three,33,2024
ST-00510,2025-06-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Three,23,2025
ST-00513,2023-08-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Germany,,35,2023
ST-00514,2023-08-28,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Chile,,35,2023
ST-00515,2023-10-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,41,2023
ST-00516,2023-03-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,TIM Brasil,13,2023
ST-00516,2025-01-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,TIM Brasil,5,2025
ST-00517,2024-12-30,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,Verizon,1,2024
ST-00519,2023-04-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telenor,16,2023
ST-00519,2024-03-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telenor,13,2024
ST-00520,2024-07-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,29,2024
ST-00520,2025-10-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,42,2025
ST-00524,2023-05-01,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,South Korea,,18,2023
ST-00525,2023-05-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Austria,,21,2023
ST-00525,2024-08-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Austria,,32,2024
ST-00525,2025-06-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Austria,,27,2025
ST-00527,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Three,22,2024
ST-00527,2025-01-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Three,2,2025
ST-00528,2025-06-02,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,Telstra,23,2025
ST-00532,2024-04-08,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,NTT Docomo,15,2024
ST-00532,2025-09-29,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,NTT Docomo,40,2025
ST-00533,2024-12-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telenor,50,2024
ST-00536,2023-03-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,A1 Telekom,13,2023
ST-00536,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,A1 Telekom,12,2024
ST-00538,2024-09-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Orange,37,2024
ST-00539,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Deutsche Telekom,22,2024
ST-00540,2025-02-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Deutsche Telekom,6,2025
ST-00541,2024-08-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Three,32,2024
ST-00542,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Three,12,2024
ST-00543,2023-02-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telia,8,2023
ST-00544,2023-09-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,A1 Telekom,38,2023
ST-00544,2024-06-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,A1 Telekom,25,2024
ST-00546,2024-07-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telia,29,2024
ST-00547,2024-12-23,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,52,2024
ST-00549,2023-10-23,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Sweden,Telia,43,2023
ST-00554,2023-05-22,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Bell,21,2023
ST-00554,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Bell,51,2024
ST-00555,2024-12-30,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,NTT Docomo,1,2024
ST-00556,2023-09-04,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,South Korea,,36,2023
ST-00557,2025-09-29,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Singtel,40,2025
ST-00559,2025-04-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Orange,16,2025
ST-00561,2025-04-21,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Canada,Verizon,17,2025
ST-00563,2024-09-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Deutsche Telekom,40,2024
ST-00564,2024-03-04,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,Bell,10,2024
ST-00564,2025-02-17,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,Bell,8,2025
ST-00565,2025-05-26,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Spain,Telefónica,22,2025
ST-00566,2024-03-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Three,10,2024
ST-00567,2024-04-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,AT&T,16,2024
ST-00567,2025-04-14,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,AT&T,16,2025
ST-00568,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Reliance Jio,22,2024
ST-00571,2024-01-08,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Singapore,,2,2024
ST-00571,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Singapore,,4,2025
ST-00573,2025-10-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Deutsche Telekom,42,2025
ST-00574,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,42,2023
ST-00574,2025-08-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,34,2025
ST-00575,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,Bharti Airtel,12,2024
ST-00575,2025-05-12,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,Bharti Airtel,20,2025
ST-00577,2023-12-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telenor,49,2023
ST-00580,2025-06-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Telia,25,2025
ST-00581,2023-07-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telenor,31,2023
ST-00581,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telenor,4,2025
ST-00582,2024-02-05,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Colombia,,6,2024
ST-00584,2025-04-07,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,Maxis,15,2025
ST-00585,2023-06-05,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,TIM Brasil,23,2023
ST-00586,2023-12-11,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Reliance Jio,50,2023
ST-00586,2025-05-05,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Reliance Jio,19,2025
ST-00588,2025-09-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telia,37,2025
ST-00589,2023-03-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,UK,,10,2023
ST-00589,2024-04-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,UK,,15,2024
