sku_id,vendor,category,technology,unit_weight_kg,unit_volume_m3,std_cost_usd,supplier_nominal_lead_time_days
SKU-02446,Juniper,Cabling,Dual (4G/5G),9.21,0.1105,475.03,26
SKU-02447,ZTE,Microwave,5G,48.03,0.4883,392.37,33
SKU-02448,ZTE,RAN,5G,4.87,0.0579,449.96,76
SKU-02449,Ciena,Small Cell,5G,4.89,0.0583,408.46,16
SKU-02450,Ciena,Cabling,5G,16.77,0.1731,304.28,42
SKU-02451,Nokia,Edge Router,5G,13.15,0.1381,537.92,6
SKU-02452,Nokia,Optical Transport,5G,24.32,0.2601,219.91,16
SKU-02453,Huawei,Power,Dual (4G/5G),37.21,0.379,1508.33,59
SKU-02454,Huawei,RAN,4G,39.28,0.4102,398.32,89
SKU-02455,Ericsson,RAN,4G,16.01,0.1662,791.38,16
SKU-02456,Huawei,RAN,5G,15.19,0.1587,263.05,13
SKU-02457,Cisco,Edge Router,5G,26.24,0.2736,287.29,83
SKU-02458,Ciena,Power,5G,8.13,0.0834,843.67,36
SKU-02459,NEC,RAN,5G,8.52,0.1036,740.85,77
SKU-02460,Cisco,Fiber,4G,30.48,0.3212,365.71,12
SKU-02461,Samsung,Microwave,5G,3.66,0.05,96.75,32
SKU-02462,ZTE,Cabling,5G,21.74,0.2372,265.27,60
SKU-02463,Huawei,Small Cell,4G,13.55,0.1358,375.88,86
SKU-02464,ZTE,Cabling,5G,11.81,0.1263,233.71,40
SKU-02465,Juniper,Antenna,4G,19.63,0.2135,145.8,41
SKU-02466,Ericsson,Small Cell,5G,25.16,0.2603,798.88,36
SKU-02467,Juniper,Edge Router,4G,5.97,0.0598,349.17,89
SKU-02468,Ericsson,Fiber,Dual (4G/5G),17.2,0.1752,1714.9,43
SKU-02469,Nokia,Antenna,5G,28.12,0.2899,352.8,53
SKU-02470,ZTE,Core,4G,19.92,0.2126,464.96,22
SKU-02471,Ericsson,Optical Transport,5G,31.36,0.3169,251.88,27
SKU-02472,HPE Aruba,Small Cell,Dual (4G/5G),16.93,0.1783,1351.32,37
SKU-02473,Cisco,Fiber,5G,14.85,0.1488,316.75,77
SKU-02474,Ericsson,Microwave,Dual (4G/5G),6.75,0.0771,342.98,55
SKU-02475,Ericsson,Edge Router,4G,75.85,0.7764,188.33,47
SKU-02476,Cisco,Fiber,Dual (4G/5G),21.02,0.2221,546.58,8
SKU-02477,ZTE,Power,5G,18.3,0.1918,309.86,84
SKU-02478,ZTE,Cabling,4G,30.68,0.31,185.78,71
SKU-02479,Cisco,Fiber,5G,16.85,0.1725,388.06,76
SKU-02480,Juniper,Cabling,Dual (4G/5G),17.06,0.1721,720.25,84
SKU-02481,HPE Aruba,Power,5G,9.82,0.113,1507.97,6
SKU-02482,NEC,Fiber,5G,5.94,0.0609,487.19,49
SKU-02483,Samsung,Fiber,4G,6.45,0.0722,259.7,87
SKU-02484,HPE Aruba,Cabling,5G,36.19,0.3769,581.35,84
SKU-02485,ZTE,Core,4G,3.64,0.0507,360.56,44
SKU-02486,NEC,Core,4G,13.87,0.1503,422.02,6
SKU-02487,Nokia,Small Cell,5G,41.18,0.4232,402.75,36
SKU-02488,Huawei,RAN,Dual (4G/5G),4.78,0.0496,583.53,5
SKU-02489,Ericsson,Optical Transport,5G,41.4,0.4175,649.45,22
SKU-02490,Cisco,Edge Router,4G,7.62,0.0869,387.79,68
SKU-02491,Cisco,Antenna,5G,43.37,0.4407,6730.29,36
SKU-02492,Ericsson,RAN,Dual (4G/5G),40.28,0.4032,841.23,13
SKU-02493,Huawei,Optical Transport,5G,11.85,0.1345,76.45,59
SKU-02494,Samsung,RAN,5G,5.54,0.0685,305.67,71
SKU-02495,Huawei,Fiber,Dual (4G/5G),25.61,0.2626,397.22,28
SKU-02496,NEC,Microwave,5G,8.23,0.0843,656.79,15
SKU-02497,Huawei,Core,4G,9.67,0.1085,1749.82,32
SKU-02498,NEC,Edge Router,4G,8.7,0.094,226.89,20
SKU-02499,Huawei,Antenna,Dual (4G/5G),7.1,0.0761,1013.07,16
SKU-02500,Samsung,Core,5G,7.56,0.09,474.8,72
SKU-02501,Samsung,RAN,4G,9.58,0.1024,524.95,8
SKU-02502,ZTE,Power,5G,25.12,0.2539,1048.85,79
SKU-02503,Ericsson,Small Cell,5G,32.49,0.3345,106.59,70
SKU-02504,Samsung,Power,Dual (4G/5G),16.34,0.18,618.86,35
SKU-02505,NEC,Small Cell,4G,15.61,0.1731,1513.19,60
SKU-02506,Samsung,Antenna,5G,16.39,0.1809,173.06,54
SKU-02507,ZTE,RAN,Dual (4G/5G),26.14,0.2698,404.18,71
SKU-02508,Cisco,Cabling,5G,5.35,0.0693,694.14,5
SKU-02509,NEC,Optical Transport,4G,30.67,0.3237,84.32,73
SKU-02510,ZTE,Power,Dual (4G/5G),35.97,0.3689,527.83,43
SKU-02511,Juniper,Optical Transport,5G,6.95,0.0759,327.47,56
SKU-02512,Juniper,Core,5G,23.2,0.246,1238.24,40
SKU-02513,Nokia,Small Cell,5G,6.83,0.0864,223.28,71
SKU-02514,Huawei,Microwave,4G,20.31,0.2225,390.08,16
SKU-02515,Ericsson,Antenna,Dual (4G/5G),73.35,0.7393,211.89,65
SKU-02516,Ciena,RAN,5G,6.21,0.0812,366.78,84
SKU-02517,HPE Aruba,RAN,5G,2.45,0.0345,227.2,76
SKU-02518,ZTE,Antenna,4G,58.17,0.5878,296.35,15
SKU-02519,Cisco,Cabling,5G,13.63,0.1561,161.24,18
SKU-02520,HPE Aruba,Fiber,Dual (4G/5G),13.74,0.155,231.18,86
SKU-02521,Cisco,Microwave,5G,30.36,0.3174,221.28,58
SKU-02522,HPE Aruba,Power,Dual (4G/5G),14.18,0.1597,279.52,12
SKU-02523,ZTE,Fiber,5G,3.62,0.0498,367.51,37
SKU-02524,Ciena,Cabling,5G,11.7,0.1258,39.49,8
SKU-02525,HPE Aruba,Edge Router,5G,10.22,0.1212,452.29,34
SKU-02526,ZTE,Small Cell,Dual (4G/5G),12.82,0.1475,1087.14,88
SKU-02527,Samsung,Cabling,5G,2.29,0.0292,737.41,58
SKU-02528,Ciena,Small Cell,5G,13.87,0.1458,201.64,10
SKU-02529,NEC,Fiber,4G,6.31,0.0708,914.33,9
SKU-02530,Cisco,Fiber,4G,11.53,0.1317,211.24,82
SKU-02531,Juniper,RAN,5G,14.48,0.1606,509.94,55
SKU-02532,Huawei,Core,Dual (4G/5G),3.41,0.0538,58.37,18
SKU-02533,Juniper,Antenna,4G,17.63,0.1856,656.95,38
SKU-02534,Ciena,Microwave,4G,4.32,0.0579,405.05,45
SKU-02535,NEC,RAN,4G,8.8,0.1051,450.75,43
SKU-02536,Cisco,Core,5G,9.61,0.1005,409.09,22
SKU-02537,NEC,Microwave,5G,3.19,0.0443,1798.26,24
SKU-02538,HPE Aruba,Small Cell,4G,14.46,0.1556,811.61,12
SKU-02539,Cisco,Antenna,5G,26.92,0.2841,715.34,30
SKU-02540,HPE Aruba,Edge Router,5G,21.31,0.227,629.06,89
SKU-02541,ZTE,RAN,5G,14.45,0.1608,2007.46,31
SKU-02542,Ciena,Fiber,5G,27.42,0.2804,329.78,36
SKU-02543,ZTE,Cabling,4G,21.09,0.2152,132.83,46
SKU-02544,Nokia,Small Cell,5G,5.79,0.074,1593.32,54
SKU-02545,NEC,Power,4G,22.72,0.2344,275.85,85
SKU-02546,HPE Aruba,Core,4G,59.89,0.6047,599.75,53
SKU-02547,Samsung,Power,5G,29.48,0.3015,612.2,69
SKU-02548,ZTE,Small Cell,4G,11.87,0.12,224.27,67
SKU-02549,Nokia,Cabling,5G,25.7,0.2725,130.2,31
SKU-02550,Ericsson,Cabling,4G,51.18,0.5261,946.47,79
SKU-02551,Juniper,Optical Transport,4G,39.98,0.4109,1112.93,39
SKU-02552,Cisco,Fiber,Dual (4G/5G),6.43,0.0786,669.58,42
SKU-02553,Nokia,Fiber,5G,25.29,0.2604,556.53,42
SKU-02554,Ciena,Core,5G,18.63,0.1922,131.8,46
SKU-02555,ZTE,Edge Router,Dual (4G/5G),49.7,0.5142,309.37,46
SKU-02556,Ciena,Optical Transport,5G,34.4,0.3524,1065.22,53
SKU-02557,Juniper,Optical Transport,5G,12.84,0.1323,216.12,61
SKU-02558,Samsung,RAN,5G,10.76,0.1226,448.65,58
SKU-02559,NEC,Optical Transport,4G,53.74,0.5441,583.43,14
SKU-02560,NEC,Power,4G,9.38,0.098,608.94,64
SKU-02561,Ciena,RAN,5G,6.02,0.0607,177.74,44
SKU-02562,HPE Aruba,Optical Transport,4G,33.94,0.3588,367.17,5
SKU-02563,Samsung,Antenna,4G,17.54,0.1847,793.68,68
SKU-02564,NEC,Power,4G,25.54,0.2586,1785.1,85
SKU-02565,Samsung,Power,4G,20.78,0.223,339.45,16
SKU-02566,Nokia,Core,4G,26.81,0.2859,560.56,61
SKU-02567,Samsung,Cabling,4G,13.02,0.1408,159.53,81
SKU-02568,Huawei,Microwave,4G,17.58,0.1764,332.25,30
SKU-02569,Juniper,Antenna,4G,15.49,0.1622,270.43,44
SKU-02570,NEC,RAN,5G,11.94,0.1243,1901.4,47
SKU-02571,Samsung,Cabling,4G,36.51,0.3778,725.24,76
SKU-02572,Ciena,Core,Dual (4G/5G),11.04,0.1208,434.74,17
SKU-02573,Ericsson,Fiber,Dual (4G/5G),10.01,0.1072,87.97,60
SKU-02574,Huawei,Power,5G,15.17,0.1647,516.32,21
SKU-02575,Huawei,Edge Router,5G,23.71,0.2488,520.49,28
SKU-02576,HPE Aruba,RAN,5G,12.19,0.14,336.48,80
SKU-02577,Samsung,Cabling,4G,13.45,0.1464,418.78,62
SKU-02578,HPE Aruba,Small Cell,Dual (4G/5G),45.3,0.4632,1704.79,84
SKU-02579,HPE Aruba,Antenna,4G,52.51,0.5416,861.79,65
SKU-02580,Ericsson,RAN,Dual (4G/5G),31.05,0.3145,198.68,84
SKU-02581,Nokia,Core,5G,14.76,0.1525,1923.49,32
SKU-02582,Samsung,Small Cell,4G,11.02,0.1259,213.71,71
SKU-02583,ZTE,Power,5G,21.83,0.2271,1469.73,55
SKU-02584,NEC,Cabling,5G,5.8,0.0662,226.04,43
SKU-02585,HPE Aruba,Small Cell,4G,2.17,0.0394,357.41,70
SKU-02586,Juniper,Antenna,5G,12.1,0.1332,74.44,81
SKU-02587,Cisco,Power,5G,10.71,0.1232,615.16,78
SKU-02588,Juniper,Edge Router,5G,26.79,0.2841,83.9,44
SKU-02589,Ericsson,Core,4G,18.0,0.1824,476.21,17
SKU-02590,Ericsson,Fiber,4G,17.61,0.1892,284.95,23
SKU-02591,Ciena,Optical Transport,Dual (4G/5G),7.15,0.0906,287.52,10
SKU-02592,Nokia,Optical Transport,5G,11.73,0.1269,552.91,22
SKU-02593,NEC,Core,5G,33.39,0.3485,777.18,13
SKU-02594,HPE Aruba,RAN,Dual (4G/5G),20.41,0.2154,1149.43,85
SKU-02595,Juniper,Cabling,4G,12.83,0.1324,158.26,72
SKU-02596,Cisco,Power,5G,15.54,0.1593,314.53,58
SKU-02597,Ericsson,Edge Router,Dual (4G/5G),14.41,0.1528,388.32,54
SKU-02598,Ericsson,Core,5G,22.48,0.2345,653.51,74
SKU-02599,Nokia,Small Cell,4G,74.41,0.7542,642.92,15
SKU-02600,Cisco,RAN,4G,4.15,0.0606,205.25,59
SKU-02601,Cisco,Fiber,5G,6.74,0.0694,1055.2,46
SKU-02602,Nokia,Small Cell,4G,15.02,0.1578,560.09,15
SKU-02603,Ericsson,Edge Router,Dual (4G/5G),13.79,0.1482,1687.8,76
SKU-02604,NEC,Power,4G,18.77,0.207,519.92,71
SKU-02605,Samsung,Small Cell,4G,9.0,0.1001,81.28,6
SKU-02606,Samsung,Microwave,4G,23.45,0.25,208.78,86
SKU-02607,Nokia,Power,5G,7.73,0.0923,354.67,70
SKU-02608,Cisco,Edge Router,Dual (4G/5G),16.34,0.1747,205.33,30
SKU-02609,HPE Aruba,Optical Transport,5G,29.13,0.2939,199.36,80
SKU-02610,Nokia,Antenna,Dual (4G/5G),38.03,0.3847,1851.06,41
SKU-02611,NEC,Antenna,4G,14.09,0.1457,148.49,40
SKU-02612,Nokia,Fiber,4G,31.81,0.3189,264.16,20
SKU-02613,Huawei,Microwave,Dual (4G/5G),10.14,0.109,425.37,82
SKU-02614,Juniper,RAN,Dual (4G/5G),19.34,0.2056,140.85,70
SKU-02615,Cisco,Power,Dual (4G/5G),8.12,0.0841,354.08,25
SKU-02616,Ciena,RAN,5G,15.37,0.1572,60.88,11
SKU-02617,Ciena,Cabling,5G,15.07,0.1648,259.6,15
SKU-02618,Cisco,Power,4G,29.23,0.2957,164.87,60
SKU-02619,NEC,Cabling,Dual (4G/5G),9.37,0.0964,315.64,48
SKU-02620,Huawei,Power,4G,10.58,0.1254,385.82,58
SKU-02621,Huawei,Edge Router,5G,23.48,0.2351,1186.73,61
SKU-02622,Ericsson,Microwave,5G,22.56,0.2321,247.6,62
SKU-02623,Juniper,Optical Transport,4G,25.16,0.2523,2230.0,41
SKU-02624,Samsung,Power,Dual (4G/5G),8.86,0.1054,478.09,52
SKU-02625,ZTE,Cabling,4G,3.99,0.0516,189.76,66
SKU-02626,NEC,Fiber,5G,22.07,0.2217,449.49,43
SKU-02627,ZTE,Fiber,5G,4.76,0.0599,1084.01,68
SKU-02628,ZTE,Small Cell,5G,7.18,0.0743,171.71,72
SKU-02629,Cisco,Optical Transport,5G,14.75,0.1574,1907.93,72
SKU-02630,Ciena,RAN,4G,6.4,0.0774,617.53,31
SKU-02631,Ciena,Core,5G,15.17,0.1547,161.54,74
SKU-02632,Samsung,Fiber,5G,13.91,0.149,265.66,86
SKU-02633,Cisco,Edge Router,5G,9.04,0.0995,289.3,64
SKU-02634,ZTE,Antenna,4G,33.72,0.3555,979.1,48
SKU-02635,HPE Aruba,Power,4G,3.22,0.0521,157.04,34
SKU-02636,Ciena,Small Cell,4G,9.0,0.1031,1382.39,62
SKU-02637,NEC,Small Cell,5G,23.53,0.2524,1005.54,88
SKU-02638,NEC,RAN,4G,13.61,0.149,1527.67,40
SKU-02639,Ericsson,Edge Router,Dual (4G/5G),10.53,0.1228,422.86,9
SKU-02640,Nokia,Power,5G,17.45,0.1832,1083.45,23
SKU-02641,HPE Aruba,Optical Transport,5G,13.14,0.1436,332.76,16
SKU-02642,Ciena,Core,Dual (4G/5G),26.27,0.2796,913.53,64
SKU-02643,Huawei,Cabling,4G,27.3,0.2914,432.69,87
SKU-02644,Ciena,Microwave,Dual (4G/5G),39.28,0.3933,1704.21,15
SKU-02645,Ericsson,Power,5G,28.23,0.2844,500.03,57
SKU-02646,NEC,Cabling,Dual (4G/5G),7.48,0.0934,205.26,24
SKU-02647,ZTE,RAN,Dual (4G/5G),26.93,0.2807,1353.32,77
SKU-02648,Huawei,Edge Router,4G,11.77,0.1375,476.66,88
SKU-02649,Cisco,Optical Transport,5G,19.16,0.2075,262.61,31
SKU-02650,Juniper,Fiber,5G,22.78,0.2442,252.84,62
SKU-02651,ZTE,Microwave,5G,9.81,0.1058,197.94,9
SKU-02652,Juniper,Antenna,4G,14.01,0.1453,128.26,78
SKU-02653,HPE Aruba,Edge Router,4G,12.73,0.1393,287.79,13
SKU-02654,Nokia,Microwave,5G,11.45,0.1321,475.27,81
SKU-02655,Huawei,Edge Router,5G,27.09,0.2854,297.39,36
SKU-02656,Samsung,Core,Dual (4G/5G),4.46,0.054,19.59,76
SKU-02657,Huawei,Edge Router,5G,7.46,0.0897,117.96,58
SKU-02658,Ciena,Power,5G,28.64,0.3002,855.82,49
SKU-02659,NEC,Power,4G,17.07,0.189,368.13,31
SKU-02660,Ciena,RAN,4G,14.18,0.1471,103.05,32
SKU-02661,Ciena,RAN,5G,38.22,0.3846,303.55,22
SKU-02662,HPE Aruba,Fiber,Dual (4G/5G),17.13,0.1807,445.72,35
SKU-02663,ZTE,Power,5G,13.0,0.1372,866.34,45
SKU-02664,Samsung,Core,5G,28.49,0.3044,232.97,38
SKU-02665,Samsung,Antenna,Dual (4G/5G),26.02,0.2604,670.1,11
SKU-02666,Ciena,Core,Dual (4G/5G),36.59,0.3846,396.33,9
SKU-02667,Juniper,Fiber,4G,26.32,0.2823,299.9,25
SKU-02668,HPE Aruba,Optical Transport,4G,7.56,0.0766,811.13,10
SKU-02669,Ciena,RAN,4G,40.63,0.4241,189.44,49
SKU-02670,Nokia,Small Cell,5G,8.28,0.0922,860.81,39
SKU-02671,NEC,Core,Dual (4G/5G),56.07,0.576,161.88,7
SKU-02672,ZTE,Fiber,4G,30.05,0.3021,254.41,37
SKU-02673,Cisco,Optical Transport,4G,35.04,0.3695,296.63,42
SKU-02674,Nokia,Cabling,Dual (4G/5G),7.02,0.0824,369.2,84
SKU-02675,Juniper,Antenna,5G,28.12,0.2992,52.72,20
SKU-02676,Huawei,RAN,Dual (4G/5G),6.06,0.0741,438.97,75
SKU-02677,Huawei,Antenna,5G,13.8,0.1487,93.53,12
SKU-02678,Nokia,Power,5G,2.99,0.0333,461.33,7
SKU-02679,Ciena,Power,4G,8.25,0.0861,502.43,73
SKU-02680,Cisco,Power,4G,5.66,0.0661,881.23,23
SKU-02681,Ericsson,Antenna,5G,12.08,0.1382,138.62,11
SKU-02682,Ericsson,RAN,5G,19.66,0.1989,484.67,54
SKU-02683,Juniper,Optical Transport,4G,15.97,0.1797,388.33,10
SKU-02684,Ciena,Antenna,Dual (4G/5G),68.69,0.7044,256.16,9
SKU-02685,Samsung,Fiber,4G,22.49,0.2328,170.74,65
SKU-02686,Samsung,RAN,5G,23.01,0.2352,430.38,62
SKU-02687,ZTE,Power,4G,23.48,0.2532,1175.6,26
SKU-02688,Cisco,Power,Dual (4G/5G),11.39,0.1164,332.79,61
SKU-02689,Cisco,Core,4G,10.68,0.1137,1099.92,79
SKU-02690,Huawei,Optical Transport,5G,17.0,0.1717,1009.05,36
SKU-02691,HPE Aruba,Cabling,4G,16.46,0.1837,72.87,21
SKU-02692,Juniper,Microwave,5G,14.07,0.1531,202.88,62
SKU-02693,Ericsson,Fiber,5G,31.37,0.3204,260.08,45
SKU-02694,Juniper,Antenna,4G,26.28,0.2683,1163.34,26
SKU-02695,Samsung,Core,4G,19.4,0.2029,397.04,84
SKU-02696,Samsung,Optical Transport,Dual (4G/5G),11.39,0.1157,1132.89,46
SKU-02697,Nokia,Optical Transport,Dual (4G/5G),6.83,0.0861,361.72,83
SKU-02698,ZTE,Edge Router,4G,24.14,0.2516,1158.6,12
SKU-02699,Cisco,Fiber,4G,17.02,0.1847,579.33,50
SKU-02700,NEC,Core,4G,23.45,0.2392,373.69,52
SKU-02701,Juniper,Power,4G,32.36,0.3337,1032.54,7
SKU-02702,Samsung,Core,Dual (4G/5G),6.74,0.0716,269.43,81
SKU-02703,HPE Aruba,Optical Transport,5G,27.2,0.2883,2031.61,34
SKU-02704,Huawei,RAN,5G,5.11,0.0666,125.3,32
SKU-02705,Ericsson,RAN,Dual (4G/5G),29.03,0.2933,285.88,77
SKU-02706,ZTE,Microwave,5G,17.98,0.1813,437.3,80
SKU-02707,HPE Aruba,Core,5G,20.45,0.221,222.86,29
SKU-02708,ZTE,Antenna,4G,32.07,0.3229,553.07,41
SKU-02709,Nokia,Fiber,5G,5.28,0.0638,366.33,89
SKU-02710,NEC,Optical Transport,5G,2.16,0.0323,525.27,55
SKU-02711,Samsung,Optical Transport,4G,36.55,0.3696,198.09,43
SKU-02712,Huawei,Microwave,4G,43.39,0.4457,178.95,87
SKU-02713,HPE Aruba,Core,4G,26.38,0.2739,394.3,76
SKU-02714,ZTE,Edge Router,4G,19.65,0.2067,722.9,71
SKU-02715,Cisco,Edge Router,5G,9.91,0.1063,1762.97,5
SKU-02716,Nokia,Microwave,5G,20.06,0.2174,93.52,42
SKU-02717,Cisco,RAN,5G,16.66,0.1683,344.59,56
SKU-02718,Huawei,RAN,4G,33.92,0.348,574.96,67
SKU-02719,HPE Aruba,RAN,5G,15.66,0.1618,540.34,56
SKU-02720,Nokia,Fiber,4G,21.62,0.2332,151.91,87
SKU-02721,HPE Aruba,Optical Transport,5G,4.03,0.0448,225.54,89
SKU-02722,Samsung,Edge Router,5G,20.07,0.216,398.99,64
SKU-02723,Ciena,Power,4G,51.38,0.526,3452.04,17
SKU-02724,Nokia,Antenna,5G,11.77,0.1352,857.9,21
SKU-02725,Cisco,Antenna,5G,5.55,0.0674,533.97,88
SKU-02726,Huawei,Fiber,4G,19.04,0.2015,46.78,34
SKU-02727,NEC,RAN,4G,33.31,0.3491,140.62,42
SKU-02728,Samsung,Power,Dual (4G/5G),26.89,0.2801,150.94,15
SKU-02729,Ciena,Fiber,4G,65.24,0.6693,537.22,31
SKU-02730,NEC,RAN,Dual (4G/5G),18.85,0.1895,361.78,42
SKU-02731,Ericsson,Power,5G,35.5,0.3649,242.7,32
SKU-02732,Samsung,Antenna,4G,10.08,0.1171,527.19,30
SKU-02733,Huawei,Edge Router,4G,2.7,0.044,120.47,37
SKU-02734,ZTE,RAN,5G,9.5,0.1117,210.22,36
SKU-02735,Nokia,RAN,5G,12.01,0.1322,382.71,58
SKU-02736,HPE Aruba,Core,5G,14.35,0.1634,1799.7,29
SKU-02737,Huawei,RAN,Dual (4G/5G),30.5,0.3086,825.93,28
SKU-02738,Nokia,Cabling,Dual (4G/5G),12.03,0.1238,569.54,44
SKU-02739,NEC,Fiber,4G,24.74,0.2481,292.78,31
SKU-02740,HPE Aruba,RAN,Dual (4G/5G),19.72,0.217,397.61,50
SKU-02741,Juniper,Antenna,Dual (4G/5G),19.45,0.2015,1067.27,88
SKU-02742,Cisco,Edge Router,Dual (4G/5G),22.78,0.243,1738.18,73
SKU-02743,Ericsson,RAN,5G,21.53,0.2165,332.96,73
SKU-02744,Samsung,Fiber,5G,7.86,0.0846,578.53,43
SKU-02745,Huawei,Fiber,5G,14.42,0.1567,838.22,85
SKU-02746,Ericsson,Cabling,4G,6.57,0.0762,559.5,33
SKU-02747,ZTE,Antenna,Dual (4G/5G),13.53,0.1395,141.53,79
SKU-02748,Nokia,Fiber,4G,15.5,0.1642,222.3,35
SKU-02749,Nokia,Antenna,4G,26.0,0.2622,729.61,69
SKU-02750,Huawei,Edge Router,Dual (4G/5G),22.6,0.2369,257.03,19
SKU-02751,Ciena,Fiber,4G,33.21,0.334,1694.06,87
SKU-02752,Ciena,Small Cell,Dual (4G/5G),2.93,0.042,315.43,78
SKU-02753,Juniper,Fiber,5G,20.88,0.2119,138.78,13
SKU-02754,Cisco,RAN,4G,30.28,0.3137,923.05,17
SKU-02755,HPE Aruba,Power,5G,19.62,0.1988,302.48,49
SKU-02756,ZTE,Power,5G,4.05,0.0485,322.25,10
SKU-02757,Ericsson,RAN,5G,32.38,0.3308,807.81,48
SKU-02758,Ciena,Small Cell,Dual (4G/5G),29.89,0.314,182.66,6
SKU-02759,Juniper,RAN,Dual (4G/5G),10.73,0.1201,430.82,33
SKU-02760,Juniper,RAN,4G,6.25,0.0812,153.07,52
SKU-02761,Huawei,Small Cell,4G,15.56,0.174,428.7,16
SKU-02762,ZTE,Edge Router,Dual (4G/5G),36.56,0.3801,108.75,71
SKU-02763,NEC,RAN,5G,49.34,0.5088,205.89,54
SKU-02764,HPE Aruba,Power,4G,40.54,0.4179,827.69,15
SKU-02765,Cisco,Power,Dual (4G/5G),13.82,0.152,1138.88,9
SKU-02766,Samsung,RAN,Dual (4G/5G),10.65,0.1188,198.77,49
SKU-02767,Huawei,Small Cell,5G,23.2,0.2382,197.06,78
SKU-02768,HPE Aruba,Power,5G,23.86,0.2456,437.86,51
SKU-02769,Samsung,Power,5G,31.91,0.3306,211.3,10
SKU-02770,Samsung,Power,5G,27.93,0.2937,854.17,84
SKU-02771,ZTE,Power,Dual (4G/5G),7.81,0.0862,132.67,88
SKU-02772,ZTE,Optical Transport,Dual (4G/5G),7.25,0.0754,244.29,73
SKU-02773,Ericsson,Optical Transport,5G,8.47,0.0939,1719.6,67
SKU-02774,Juniper,Power,5G,21.88,0.2381,545.96,71
SKU-02775,HPE Aruba,Antenna,Dual (4G/5G),31.48,0.3191,643.9,51
SKU-02776,Huawei,RAN,4G,30.85,0.3215,346.49,38
SKU-02777,Nokia,Power,4G,15.58,0.1755,125.25,16
SKU-02778,Huawei,Antenna,Dual (4G/5G),1.42,0.0217,1392.85,31
SKU-02779,Ericsson,RAN,4G,18.42,0.202,471.59,73
SKU-02780,Cisco,RAN,4G,22.33,0.2406,862.03,72
SKU-02781,Juniper,Core,4G,24.76,0.2544,324.06,32
SKU-02782,Nokia,Power,5G,6.14,0.0634,395.24,75
SKU-02783,Ciena,RAN,4G,54.51,0.5487,292.96,49
SKU-02784,Cisco,Edge Router,4G,6.1,0.0683,475.64,6
SKU-02785,ZTE,Power,Dual (4G/5G),16.82,0.1874,276.84,13
SKU-02786,Samsung,Power,5G,8.62,0.0917,202.39,83
SKU-02787,Ciena,Optical Transport,5G,5.81,0.0766,344.28,35
SKU-02788,Huawei,Core,4G,30.64,0.31,615.39,40
SKU-02789,Huawei,Fiber,5G,38.44,0.4038,1023.44,19
SKU-02790,ZTE,Small Cell,5G,35.64,0.3623,137.28,66
SKU-02791,Ericsson,Antenna,5G,11.92,0.1319,820.04,35
SKU-02792,HPE Aruba,Power,4G,13.03,0.1317,230.76,31
SKU-02793,Ciena,Core,5G,20.92,0.2152,180.16,6
SKU-02794,Ciena,Core,Dual (4G/5G),19.65,0.2007,188.25,77
SKU-02795,NEC,RAN,5G,10.73,0.1074,3239.26,47
SKU-02796,Cisco,RAN,5G,4.46,0.0477,731.79,5
SKU-02797,Juniper,Cabling,5G,47.31,0.485,160.58,87
SKU-02798,Cisco,Optical Transport,5G,15.46,0.1624,259.32,13
SKU-02799,HPE Aruba,Optical Transport,5G,20.16,0.2161,136.21,64
SKU-02800,Huawei,Small Cell,4G,39.89,0.4123,139.88,6
SKU-02801,Huawei,Microwave,5G,7.11,0.0871,135.74,62
SKU-02802,Huawei,RAN,Dual (4G/5G),10.61,0.1234,175.25,69
SKU-02803,NEC,RAN,5G,3.55,0.0519,744.48,16
SKU-02804,Huawei,Power,4G,16.56,0.1746,946.29,59
SKU-02805,HPE Aruba,Cabling,4G,9.07,0.0969,193.0,14
SKU-02806,ZTE,Core,5G,10.23,0.1123,289.85,69
SKU-02807,Juniper,Power,Dual (4G/5G),14.36,0.1543,789.09,69
SKU-02808,HPE Aruba,Fiber,5G,25.13,0.2576,415.42,65
SKU-02809,Juniper,Antenna,5G,7.03,0.0811,533.05,79
SKU-02810,HPE Aruba,Small Cell,4G,47.36,0.4757,266.53,73
SKU-02811,Huawei,Antenna,5G,25.45,0.2591,1372.97,39
SKU-02812,ZTE,Power,5G,23.61,0.251,1593.82,15
SKU-02813,Ciena,RAN,Dual (4G/5G),13.2,0.1357,719.32,72
SKU-02814,Cisco,RAN,4G,28.8,0.2908,249.58,42
SKU-02815,Samsung,RAN,5G,10.69,0.1126,140.67,43
SKU-02816,ZTE,Cabling,5G,10.21,0.1095,1629.84,25
SKU-02817,Ciena,Antenna,5G,27.38,0.2804,523.97,40
SKU-02818,Ericsson,Power,Dual (4G/5G),42.29,0.4304,443.62,76
SKU-02819,HPE Aruba,RAN,4G,7.03,0.0731,713.08,24
SKU-02820,Ericsson,Power,4G,31.34,0.3167,412.34,47
SKU-02821,Ciena,Small Cell,5G,7.7,0.0817,326.34,25
SKU-02822,ZTE,Power,5G,14.39,0.1519,2375.49,39
SKU-02823,HPE Aruba,Antenna,4G,8.08,0.0875,1038.19,68
SKU-02824,Samsung,Antenna,5G,2.04,0.0362,1523.82,36
SKU-02825,Huawei,Small Cell,5G,21.94,0.2299,1429.57,40
SKU-02826,HPE Aruba,Fiber,Dual (4G/5G),47.11,0.4826,82.6,73
