rma_id,sku_id,site_id,reason_code,rma_date,under_warranty
RMA-0021573,SKU-02003,ST-00478,FIRMWARE,2025-02-05,True
RMA-0021574,SKU-03015,ST-01383,DOA,2024-08-21,True
RMA-0021575,SKU-02734,ST-01990,DOA,2025-05-15,False
RMA-0021576,SKU-02318,ST-00009,FIRMWARE,2024-09-18,True
RMA-0021577,SKU-00263,ST-01187,FIRMWARE,2023-08-03,False
RMA-0021578,SKU-01133,ST-00523,NO_POWER,2025-01-29,True
RMA-0021579,SKU-00374,ST-01214,MECH_DAMAGE,2023-12-31,True
RMA-0021580,SKU-01184,ST-01630,INTERMITTENT,2025-09-02,True
RMA-0021581,SKU-00338,ST-00697,MECH_DAMAGE,2024-03-22,True
RMA-0021582,SKU-04933,ST-01305,INTERMITTENT,2023-12-24,True
RMA-0021583,SKU-04247,ST-00337,NO_POWER,2023-08-27,False
RMA-0021584,SKU-04771,ST-01926,FIRMWARE,2025-07-14,True
RMA-0021585,SKU-03491,ST-00140,MECH_DAMAGE,2025-09-03,False
RMA-0021586,SKU-04483,ST-01458,RF_FAULT,2025-04-26,True
RMA-0021587,SKU-02698,ST-00567,OTHER,2025-09-26,True
RMA-0021588,SKU-01933,ST-00080,OVERHEAT,2024-10-03,True
RMA-0021589,SKU-01442,ST-01999,NO_POWER,2024-10-04,False
RMA-0021590,SKU-03520,ST-00818,MECH_DAMAGE,2025-09-29,False
RMA-0021591,SKU-03150,ST-00977,RF_FAULT,2023-12-23,True
RMA-0021592,SKU-02937,ST-00964,FIRMWARE,2025-01-11,True
RMA-0021593,SKU-04545,ST-01993,OTHER,2023-10-19,True
RMA-0021594,SKU-00961,ST-01205,INTERMITTENT,2023-07-30,True
RMA-0021595,SKU-03219,ST-01574,NO_POWER,2023-06-22,True
RMA-0021596,SKU-03751,ST-00817,FIRMWARE,2025-07-30,True
RMA-0021597,SKU-00630,ST-00326,RF_FAULT,2025-08-11,True
RMA-0021598,SKU-02011,ST-01329,MECH_DAMAGE,2023-10-30,False
RMA-0021599,SKU-03281,ST-01699,RF_FAULT,2025-09-19,True
RMA-0021600,SKU-03519,ST-00609,MECH_DAMAGE,2025-03-19,True
RMA-0021601,SKU-04945,ST-00611,MECH_DAMAGE,2024-12-23,True
RMA-0021602,SKU-01230,ST-00490,DOA,2024-07-17,False
RMA-0021603,SKU-01556,ST-00311,RF_FAULT,2024-12-06,True
RMA-0021604,SKU-01963,ST-01963,RF_FAULT,2025-10-15,True
RMA-0021605,SKU-02662,ST-00629,OTHER,2023-03-30,False
RMA-0021606,SKU-00404,ST-00362,RF_FAULT,2024-12-13,True
RMA-0021607,SKU-02790,ST-00433,MECH_DAMAGE,2024-06-14,True
RMA-0021608,SKU-01938,ST-00981,MECH_DAMAGE,2024-07-15,False
RMA-0021609,SKU-01306,ST-01118,NO_POWER,2024-02-28,False
RMA-0021610,SKU-01974,ST-01438,OVERHEAT,2024-03-04,True
RMA-0021611,SKU-03481,ST-00959,NO_POWER,2024-12-07,True
RMA-0021612,SKU-00238,ST-00989,FIRMWARE,2023-08-20,True
RMA-0021613,SKU-03417,ST-01236,NO_POWER,2025-07-25,True
RMA-0021614,SKU-01835,ST-01498,OTHER,2023-08-29,False
RMA-0021615,SKU-01236,ST-00723,RF_FAULT,2023-08-23,False
RMA-0021616,SKU-01198,ST-01963,FIRMWARE,2024-12-31,False
RMA-0021617,SKU-03978,ST-01267,NO_POWER,2025-06-01,True
RMA-0021618,SKU-04145,ST-01020,NO_POWER,2023-02-24,True
RMA-0021619,SKU-01374,ST-00505,INTERMITTENT,2024-11-02,True
RMA-0021620,SKU-04435,ST-00961,FIRMWARE,2024-06-16,True
RMA-0021621,SKU-00959,ST-00053,FIRMWARE,2025-01-26,True
RMA-0021622,SKU-04708,ST-01597,INTERMITTENT,2025-07-13,False
RMA-0021623,SKU-02753,ST-01062,OVERHEAT,2024-04-29,True
RMA-0021624,SKU-04152,ST-00296,FIRMWARE,2025-06-22,True
RMA-0021625,SKU-04398,ST-01832,RF_FAULT,2023-08-01,False
RMA-0021626,SKU-03309,ST-01895,RF_FAULT,2023-11-14,False
RMA-0021627,SKU-04903,ST-00679,RF_FAULT,2023-06-21,True
RMA-0021628,SKU-01884,ST-01267,NO_POWER,2023-06-12,True
RMA-0021629,SKU-01638,ST-00287,OTHER,2025-08-31,True
RMA-0021630,SKU-01970,ST-00267,NO_POWER,2024-09-27,True
RMA-0021631,SKU-00340,ST-00823,FIRMWARE,2024-10-08,True
RMA-0021632,SKU-04503,ST-00622,RF_FAULT,2024-11-30,True
RMA-0021633,SKU-04197,ST-01814,DOA,2023-05-08,True
RMA-0021634,SKU-00418,ST-01239,OTHER,2023-09-21,True
RMA-0021635,SKU-00832,ST-00782,RF_FAULT,2025-07-08,True
RMA-0021636,SKU-00344,ST-01382,OTHER,2025-04-13,True
RMA-0021637,SKU-02060,ST-00828,FIRMWARE,2023-07-14,True
RMA-0021638,SKU-02544,ST-01325,MECH_DAMAGE,2024-01-08,False
RMA-0021639,SKU-00849,ST-00203,DOA,2024-06-26,True
RMA-0021640,SKU-04364,ST-00573,RF_FAULT,2023-10-04,True
RMA-0021641,SKU-04971,ST-00602,RF_FAULT,2023-10-12,False
RMA-0021642,SKU-01911,ST-00309,DOA,2025-03-29,False
RMA-0021643,SKU-00854,ST-00889,MECH_DAMAGE,2025-10-26,True
RMA-0021644,SKU-00966,ST-00293,NO_POWER,2025-03-30,True
RMA-0021645,SKU-02286,ST-00371,OVERHEAT,2023-04-14,False
RMA-0021646,SKU-00300,ST-00469,FIRMWARE,2023-02-16,True
RMA-0021647,SKU-03836,ST-01978,FIRMWARE,2025-01-01,True
RMA-0021648,SKU-00714,ST-01231,DOA,2023-01-25,False
RMA-0021649,SKU-01550,ST-00739,FIRMWARE,2024-07-12,True
RMA-0021650,SKU-02514,ST-00686,DOA,2025-01-24,False
RMA-0021651,SKU-04487,ST-01189,OVERHEAT,2025-06-15,True
RMA-0021652,SKU-00202,ST-00479,INTERMITTENT,2025-03-21,False
RMA-0021653,SKU-02014,ST-01372,RF_FAULT,2025-03-07,True
RMA-0021654,SKU-02817,ST-00672,MECH_DAMAGE,2023-10-24,True
RMA-0021655,SKU-03084,ST-01698,INTERMITTENT,2024-10-15,True
RMA-0021656,SKU-04900,ST-01576,NO_POWER,2024-08-06,True
RMA-0021657,SKU-01005,ST-00617,FIRMWARE,2023-01-01,False
RMA-0021658,SKU-03874,ST-01367,OTHER,2023-11-05,True
RMA-0021659,SKU-03952,ST-01787,NO_POWER,2023-08-09,True
RMA-0021660,SKU-00650,ST-01383,FIRMWARE,2025-08-20,True
RMA-0021661,SKU-03485,ST-01814,NO_POWER,2024-06-04,False
RMA-0021662,SKU-04308,ST-00672,NO_POWER,2024-07-23,False
RMA-0021663,SKU-01530,ST-00722,OVERHEAT,2025-06-20,True
RMA-0021664,SKU-01583,ST-00245,RF_FAULT,2023-08-19,False
RMA-0021665,SKU-00734,ST-01878,OVERHEAT,2023-01-21,True
RMA-0021666,SKU-04855,ST-00983,INTERMITTENT,2023-06-12,True
RMA-0021667,SKU-04571,ST-00075,MECH_DAMAGE,2023-05-13,True
RMA-0021668,SKU-01699,ST-01927,FIRMWARE,2024-01-10,True
RMA-0021669,SKU-02747,ST-00399,FIRMWARE,2024-12-29,False
RMA-0021670,SKU-02099,ST-01680,DOA,2023-04-16,False
RMA-0021671,SKU-04091,ST-00145,DOA,2025-09-30,True
RMA-0021672,SKU-00648,ST-00790,RF_FAULT,2025-04-25,False
RMA-0021673,SKU-02919,ST-01057,INTERMITTENT,2024-04-01,False
RMA-0021674,SKU-02579,ST-01250,RF_FAULT,2025-10-02,False
RMA-0021675,SKU-00795,ST-00785,FIRMWARE,2023-03-09,True
RMA-0021676,SKU-01366,ST-00585,FIRMWARE,2024-05-19,True
RMA-0021677,SKU-00040,ST-01074,OTHER,2023-04-28,True
RMA-0021678,SKU-02866,ST-00676,INTERMITTENT,2023-05-24,True
RMA-0021679,SKU-01144,ST-01996,MECH_DAMAGE,2023-07-22,True
RMA-0021680,SKU-04059,ST-01492,DOA,2023-10-19,True
RMA-0021681,SKU-03962,ST-00497,MECH_DAMAGE,2025-09-20,True
RMA-0021682,SKU-02978,ST-01057,RF_FAULT,2023-10-02,False
RMA-0021683,SKU-00671,ST-01852,DOA,2023-12-28,True
RMA-0021684,SKU-01494,ST-00092,DOA,2025-03-27,True
RMA-0021685,SKU-00370,ST-01889,MECH_DAMAGE,2025-05-16,True
RMA-0021686,SKU-00352,ST-01220,FIRMWARE,2023-04-10,True
RMA-0021687,SKU-03609,ST-00520,DOA,2025-03-23,True
RMA-0021688,SKU-01905,ST-01621,FIRMWARE,2023-01-15,True
RMA-0021689,SKU-03938,ST-01653,DOA,2023-07-07,True
RMA-0021690,SKU-00055,ST-01226,OVERHEAT,2023-05-23,True
RMA-0021691,SKU-00069,ST-01901,INTERMITTENT,2025-01-01,True
RMA-0021692,SKU-02924,ST-00171,FIRMWARE,2025-01-08,True
RMA-0021693,SKU-03913,ST-00126,OVERHEAT,2023-10-23,False
RMA-0021694,SKU-02757,ST-01612,DOA,2025-08-11,False
RMA-0021695,SKU-02451,ST-00371,FIRMWARE,2023-06-21,True
RMA-0021696,SKU-00902,ST-00220,MECH_DAMAGE,2025-06-01,True
RMA-0021697,SKU-02788,ST-00673,RF_FAULT,2025-02-25,True
RMA-0021698,SKU-01786,ST-00474,DOA,2023-09-27,True
RMA-0021699,SKU-01267,ST-01051,NO_POWER,2023-04-27,False
RMA-0021700,SKU-04530,ST-01509,DOA,2023-05-06,True
RMA-0021701,SKU-03863,ST-01379,FIRMWARE,2025-06-01,True
RMA-0021702,SKU-02004,ST-00031,NO_POWER,2023-03-16,True
RMA-0021703,SKU-02577,ST-00137,RF_FAULT,2024-04-09,True
RMA-0021704,SKU-03573,ST-01071,MECH_DAMAGE,2023-12-15,False
RMA-0021705,SKU-03437,ST-01110,RF_FAULT,2025-01-03,True
RMA-0021706,SKU-01362,ST-00331,FIRMWARE,2025-02-28,False
RMA-0021707,SKU-04894,ST-01905,RF_FAULT,2024-06-07,True
RMA-0021708,SKU-00299,ST-00890,OTHER,2023-06-29,False
RMA-0021709,SKU-04971,ST-00571,MECH_DAMAGE,2023-10-17,False
RMA-0021710,SKU-02394,ST-00186,INTERMITTENT,2025-04-14,False
RMA-0021711,SKU-01873,ST-01682,NO_POWER,2023-11-27,True
RMA-0021712,SKU-03842,ST-00054,FIRMWARE,2023-07-14,True
RMA-0021713,SKU-04150,ST-00044,RF_FAULT,2023-05-22,False
RMA-0021714,SKU-01799,ST-01751,INTERMITTENT,2023-06-11,True
RMA-0021715,SKU-02002,ST-00171,DOA,2025-09-14,False
RMA-0021716,SKU-01085,ST-01612,INTERMITTENT,2024-08-06,False
RMA-0021717,SKU-04337,ST-00170,OTHER,2025-07-18,True
RMA-0021718,SKU-04339,ST-00083,FIRMWARE,2024-07-03,True
RMA-0021719,SKU-04289,ST-00569,INTERMITTENT,2023-02-24,False
RMA-0021720,SKU-00448,ST-01872,INTERMITTENT,2023-02-05,True
RMA-0021721,SKU-03465,ST-01504,INTERMITTENT,2023-08-23,True
RMA-0021722,SKU-03976,ST-01103,OTHER,2024-04-18,False
RMA-0021723,SKU-01468,ST-01690,FIRMWARE,2025-08-31,True
RMA-0021724,SKU-01106,ST-00734,FIRMWARE,2023-11-26,False
RMA-0021725,SKU-02781,ST-00077,INTERMITTENT,2024-07-29,True
RMA-0021726,SKU-00645,ST-01624,DOA,2023-06-08,True
RMA-0021727,SKU-02125,ST-01971,OTHER,2025-06-17,True
RMA-0021728,SKU-01261,ST-00124,INTERMITTENT,2024-11-26,True
RMA-0021729,SKU-02319,ST-00176,RF_FAULT,2023-07-11,False
RMA-0021730,SKU-04545,ST-00606,RF_FAULT,2024-05-16,True
RMA-0021731,SKU-04846,ST-00189,FIRMWARE,2024-01-17,False
RMA-0021732,SKU-04168,ST-00403,NO_POWER,2024-02-21,True
RMA-0021733,SKU-02930,ST-00889,FIRMWARE,2025-06-08,True
RMA-0021734,SKU-01301,ST-01818,MECH_DAMAGE,2023-04-12,False
RMA-0021735,SKU-02093,ST-01685,INTERMITTENT,2025-08-15,True
RMA-0021736,SKU-04049,ST-00635,OTHER,2024-11-02,True
RMA-0021737,SKU-03035,ST-00117,MECH_DAMAGE,2023-11-10,True
RMA-0021738,SKU-02628,ST-01368,FIRMWARE,2024-04-20,True
RMA-0021739,SKU-03935,ST-00144,OTHER,2025-04-11,True
RMA-0021740,SKU-01116,ST-01874,OTHER,2024-11-11,True
RMA-0021741,SKU-03303,ST-01572,RF_FAULT,2025-06-07,False
RMA-0021742,SKU-01970,ST-00111,INTERMITTENT,2023-08-19,True
RMA-0021743,SKU-04689,ST-01065,MECH_DAMAGE,2024-10-01,True
RMA-0021744,SKU-04312,ST-00617,INTERMITTENT,2023-10-01,False
RMA-0021745,SKU-00902,ST-00653,OTHER,2023-02-12,False
RMA-0021746,SKU-02440,ST-00607,MECH_DAMAGE,2023-01-04,True
RMA-0021747,SKU-04169,ST-00925,DOA,2024-07-16,True
RMA-0021748,SKU-02238,ST-00044,DOA,2025-04-10,True
RMA-0021749,SKU-04616,ST-00602,OTHER,2023-05-12,True
RMA-0021750,SKU-03455,ST-00111,OTHER,2023-02-04,False
RMA-0021751,SKU-04028,ST-00336,NO_POWER,2023-10-25,False
RMA-0021752,SKU-04783,ST-00376,OVERHEAT,2023-11-19,True
RMA-0021753,SKU-02090,ST-00347,INTERMITTENT,2023-10-29,False
RMA-0021754,SKU-01591,ST-00746,FIRMWARE,2023-01-03,False
RMA-0021755,SKU-03542,ST-00695,OTHER,2023-02-10,True
RMA-0021756,SKU-00878,ST-01957,OTHER,2023-02-23,True
RMA-0021757,SKU-00751,ST-00410,OVERHEAT,2024-02-12,True
RMA-0021758,SKU-00828,ST-00521,DOA,2023-06-03,True
RMA-0021759,SKU-00996,ST-00505,DOA,2025-08-05,True
RMA-0021760,SKU-02376,ST-00269,RF_FAULT,2023-05-28,True
RMA-0021761,SKU-01508,ST-01124,RF_FAULT,2025-04-26,False
RMA-0021762,SKU-02499,ST-00030,OVERHEAT,2023-10-05,True
RMA-0021763,SKU-02834,ST-01833,NO_POWER,2023-11-26,True
RMA-0021764,SKU-00871,ST-01522,NO_POWER,2024-06-01,True
RMA-0021765,SKU-03410,ST-01819,RF_FAULT,2023-04-27,False
RMA-0021766,SKU-04708,ST-01606,MECH_DAMAGE,2024-06-08,False
RMA-0021767,SKU-01965,ST-00598,OTHER,2024-11-09,True
RMA-0021768,SKU-02908,ST-01552,OTHER,2025-04-04,True
RMA-0021769,SKU-01520,ST-01510,OVERHEAT,2023-08-18,True
RMA-0021770,SKU-00612,ST-00629,FIRMWARE,2025-10-23,True
RMA-0021771,SKU-00562,ST-01203,NO_POWER,2023-10-26,False
RMA-0021772,SKU-02445,ST-01401,OVERHEAT,2024-01-02,True
RMA-0021773,SKU-04968,ST-01763,FIRMWARE,2023-10-31,True
RMA-0021774,SKU-02924,ST-01730,OTHER,2024-08-23,True
RMA-0021775,SKU-00577,ST-01978,INTERMITTENT,2025-04-13,True
RMA-0021776,SKU-02038,ST-00621,OTHER,2024-08-09,True
RMA-0021777,SKU-03246,ST-01483,MECH_DAMAGE,2025-10-02,False
RMA-0021778,SKU-03982,ST-01060,OTHER,2024-10-03,True
RMA-0021779,SKU-00882,ST-00010,FIRMWARE,2024-05-29,True
RMA-0021780,SKU-00719,ST-00634,NO_POWER,2025-06-08,True
RMA-0021781,SKU-04560,ST-01149,RF_FAULT,2023-10-13,True
RMA-0021782,SKU-03502,ST-01927,OTHER,2025-03-15,True
RMA-0021783,SKU-02057,ST-01803,FIRMWARE,2024-03-09,True
RMA-0021784,SKU-01263,ST-00713,DOA,2025-01-15,True
RMA-0021785,SKU-03851,ST-01400,NO_POWER,2025-06-11,True
RMA-0021786,SKU-01639,ST-01997,FIRMWARE,2024-10-06,True
RMA-0021787,SKU-00616,ST-00525,OTHER,2025-06-26,False
RMA-0021788,SKU-02824,ST-01563,RF_FAULT,2024-01-22,True
RMA-0021789,SKU-01619,ST-01886,NO_POWER,2023-05-07,True
RMA-0021790,SKU-02390,ST-00624,RF_FAULT,2023-11-25,True
RMA-0021791,SKU-03949,ST-00226,MECH_DAMAGE,2025-09-11,True
RMA-0021792,SKU-01949,ST-00826,MECH_DAMAGE,2024-06-02,False
RMA-0021793,SKU-04436,ST-01357,OVERHEAT,2023-02-15,False
RMA-0021794,SKU-02559,ST-00836,DOA,2024-08-02,False
RMA-0021795,SKU-03116,ST-00966,RF_FAULT,2024-01-24,False
RMA-0021796,SKU-00327,ST-00403,FIRMWARE,2024-01-16,True
RMA-0021797,SKU-01376,ST-01820,INTERMITTENT,2024-08-09,True
RMA-0021798,SKU-02729,ST-01071,OTHER,2023-08-20,True
RMA-0021799,SKU-02842,ST-00176,RF_FAULT,2023-03-24,True
RMA-0021800,SKU-00616,ST-00105,FIRMWARE,2023-08-01,True
RMA-0021801,SKU-01375,ST-00662,RF_FAULT,2023-10-14,False
RMA-0021802,SKU-03715,ST-00321,RF_FAULT,2024-07-26,False
RMA-0021803,SKU-04740,ST-00770,RF_FAULT,2025-07-14,True
RMA-0021804,SKU-00653,ST-01433,FIRMWARE,2024-07-27,True
RMA-0021805,SKU-04785,ST-01785,OTHER,2023-01-26,True
RMA-0021806,SKU-00924,ST-00569,INTERMITTENT,2025-10-25,False
RMA-0021807,SKU-02527,ST-00290,OTHER,2023-04-28,True
RMA-0021808,SKU-02844,ST-00704,DOA,2023-05-08,False
RMA-0021809,SKU-03088,ST-01197,NO_POWER,2025-05-26,False
RMA-0021810,SKU-04586,ST-00873,OTHER,2023-01-04,True
RMA-0021811,SKU-04376,ST-01172,DOA,2023-01-22,False
RMA-0021812,SKU-04852,ST-00346,MECH_DAMAGE,2025-08-20,False
RMA-0021813,SKU-03063,ST-00867,OTHER,2023-10-12,False
RMA-0021814,SKU-02271,ST-01592,RF_FAULT,2024-06-05,False
RMA-0021815,SKU-00926,ST-01861,OTHER,2023-04-10,False
RMA-0021816,SKU-01740,ST-01999,FIRMWARE,2024-04-02,True
RMA-0021817,SKU-02421,ST-01701,INTERMITTENT,2024-05-12,True
RMA-0021818,SKU-03402,ST-00168,OVERHEAT,2024-09-22,True
RMA-0021819,SKU-02659,ST-01070,DOA,2024-10-01,True
RMA-0021820,SKU-02696,ST-00825,OTHER,2025-01-22,True
RMA-0021821,SKU-01762,ST-00155,DOA,2024-11-17,False
RMA-0021822,SKU-04263,ST-00767,INTERMITTENT,2024-02-07,True
RMA-0021823,SKU-04580,ST-00315,DOA,2025-01-24,False
RMA-0021824,SKU-01825,ST-00922,RF_FAULT,2025-09-23,True
RMA-0021825,SKU-04102,ST-00507,OTHER,2025-05-27,True
RMA-0021826,SKU-02034,ST-00119,OTHER,2024-04-27,True
RMA-0021827,SKU-01849,ST-01741,FIRMWARE,2024-11-13,False
RMA-0021828,SKU-04057,ST-00012,OVERHEAT,2023-04-18,True
RMA-0021829,SKU-01662,ST-01811,OTHER,2024-11-01,True
RMA-0021830,SKU-02107,ST-01760,OTHER,2024-02-03,True
RMA-0021831,SKU-03286,ST-00856,RF_FAULT,2024-02-25,True
RMA-0021832,SKU-04465,ST-01499,FIRMWARE,2024-03-06,False
RMA-0021833,SKU-03753,ST-00227,OVERHEAT,2024-10-01,False
RMA-0021834,SKU-00412,ST-01201,INTERMITTENT,2024-12-23,True
RMA-0021835,SKU-00276,ST-01349,FIRMWARE,2025-01-23,True
RMA-0021836,SKU-01789,ST-01093,DOA,2024-01-08,True
RMA-0021837,SKU-01526,ST-00401,FIRMWARE,2023-05-15,False
RMA-0021838,SKU-02236,ST-00039,INTERMITTENT,2024-10-22,True
RMA-0021839,SKU-00112,ST-01384,RF_FAULT,2025-04-22,True
RMA-0021840,SKU-04932,ST-01542,RF_FAULT,2023-09-26,True
RMA-0021841,SKU-03352,ST-00288,FIRMWARE,2025-10-21,True
RMA-0021842,SKU-02045,ST-00108,FIRMWARE,2024-01-20,True
RMA-0021843,SKU-00667,ST-01028,RF_FAULT,2024-03-15,True
RMA-0021844,SKU-04373,ST-00823,OVERHEAT,2023-09-24,True
RMA-0021845,SKU-00619,ST-01406,INTERMITTENT,2023-10-20,True
RMA-0021846,SKU-04723,ST-01372,NO_POWER,2023-01-05,False
RMA-0021847,SKU-02857,ST-01837,RF_FAULT,2025-08-21,False
RMA-0021848,SKU-04957,ST-00634,MECH_DAMAGE,2025-06-19,True
RMA-0021849,SKU-02309,ST-00450,DOA,2024-05-22,False
RMA-0021850,SKU-01756,ST-01377,FIRMWARE,2025-08-06,True
RMA-0021851,SKU-02094,ST-00093,RF_FAULT,2023-12-23,True
RMA-0021852,SKU-02034,ST-01300,OTHER,2024-01-30,True
RMA-0021853,SKU-00982,ST-01650,RF_FAULT,2025-04-06,True
RMA-0021854,SKU-01464,ST-01872,NO_POWER,2025-09-12,True
RMA-0021855,SKU-01321,ST-01860,FIRMWARE,2024-10-04,False
RMA-0021856,SKU-02104,ST-01428,OTHER,2024-09-23,True
RMA-0021857,SKU-01270,ST-01827,FIRMWARE,2024-08-14,True
RMA-0021858,SKU-02811,ST-01927,MECH_DAMAGE,2023-01-04,True
RMA-0021859,SKU-04921,ST-01150,RF_FAULT,2024-02-14,True
RMA-0021860,SKU-03838,ST-00226,DOA,2024-08-06,False
RMA-0021861,SKU-04619,ST-00685,RF_FAULT,2024-10-25,False
RMA-0021862,SKU-02789,ST-00123,DOA,2024-04-14,True
RMA-0021863,SKU-04849,ST-00734,INTERMITTENT,2023-09-05,False
RMA-0021864,SKU-01568,ST-01039,DOA,2025-04-17,True
RMA-0021865,SKU-03375,ST-01388,DOA,2023-09-17,False
RMA-0021866,SKU-01903,ST-01163,RF_FAULT,2024-09-22,True
RMA-0021867,SKU-00128,ST-01616,RF_FAULT,2025-10-17,True
RMA-0021868,SKU-00025,ST-01614,RF_FAULT,2023-08-31,True
RMA-0021869,SKU-00122,ST-01627,FIRMWARE,2025-03-21,True
RMA-0021870,SKU-02133,ST-00931,OTHER,2025-03-08,True
RMA-0021871,SKU-00393,ST-00746,OVERHEAT,2023-04-06,True
RMA-0021872,SKU-00481,ST-00742,OTHER,2024-08-14,True
RMA-0021873,SKU-04459,ST-01557,OTHER,2024-01-24,True
RMA-0021874,SKU-01624,ST-00193,DOA,2024-11-19,False
RMA-0021875,SKU-00596,ST-01632,MECH_DAMAGE,2023-09-12,True
RMA-0021876,SKU-01845,ST-00743,DOA,2023-03-14,True
RMA-0021877,SKU-01123,ST-00935,RF_FAULT,2024-09-09,True
RMA-0021878,SKU-02618,ST-01433,INTERMITTENT,2025-03-30,False
RMA-0021879,SKU-04530,ST-00593,OVERHEAT,2023-12-14,False
RMA-0021880,SKU-04351,ST-01404,RF_FAULT,2025-03-11,False
RMA-0021881,SKU-04198,ST-00655,RF_FAULT,2023-06-09,True
RMA-0021882,SKU-01212,ST-00930,MECH_DAMAGE,2024-04-01,True
RMA-0021883,SKU-04797,ST-01290,RF_FAULT,2025-02-22,True
RMA-0021884,SKU-00269,ST-00496,INTERMITTENT,2024-05-29,True
RMA-0021885,SKU-02334,ST-01051,OVERHEAT,2025-07-03,False
RMA-0021886,SKU-02971,ST-01013,INTERMITTENT,2024-12-24,True
RMA-0021887,SKU-03722,ST-00568,RF_FAULT,2023-06-13,False
RMA-0021888,SKU-03499,ST-01791,OTHER,2023-04-03,False
RMA-0021889,SKU-00449,ST-01605,INTERMITTENT,2025-03-04,True
RMA-0021890,SKU-01317,ST-00007,RF_FAULT,2025-05-26,False
RMA-0021891,SKU-04863,ST-00685,DOA,2024-05-23,False
RMA-0021892,SKU-02814,ST-00955,RF_FAULT,2024-07-09,True
RMA-0021893,SKU-02507,ST-00739,RF_FAULT,2025-08-09,True
RMA-0021894,SKU-02215,ST-01618,FIRMWARE,2024-04-02,True
RMA-0021895,SKU-04654,ST-01685,NO_POWER,2023-01-07,True
RMA-0021896,SKU-03807,ST-01005,DOA,2025-03-14,True
RMA-0021897,SKU-01210,ST-01543,DOA,2023-09-17,False
RMA-0021898,SKU-01909,ST-00418,DOA,2025-04-18,True
RMA-0021899,SKU-01768,ST-01451,FIRMWARE,2023-02-19,False
RMA-0021900,SKU-01670,ST-01785,OVERHEAT,2023-05-27,True
RMA-0021901,SKU-03686,ST-01439,RF_FAULT,2025-06-20,True
RMA-0021902,SKU-00822,ST-00095,OTHER,2024-06-18,False
RMA-0021903,SKU-00845,ST-00273,MECH_DAMAGE,2023-10-15,True
RMA-0021904,SKU-02850,ST-00948,OTHER,2025-04-09,True
RMA-0021905,SKU-02934,ST-00702,RF_FAULT,2023-05-15,False
RMA-0021906,SKU-04455,ST-00104,RF_FAULT,2024-03-13,False
RMA-0021907,SKU-04327,ST-00094,OVERHEAT,2024-02-03,True
RMA-0021908,SKU-00743,ST-00828,RF_FAULT,2024-08-24,True
RMA-0021909,SKU-04626,ST-00083,OTHER,2024-09-29,True
RMA-0021910,SKU-03842,ST-00515,INTERMITTENT,2024-08-16,True
RMA-0021911,SKU-00137,ST-01397,INTERMITTENT,2023-04-06,False
RMA-0021912,SKU-00532,ST-00436,OTHER,2024-06-19,False
RMA-0021913,SKU-00059,ST-01916,MECH_DAMAGE,2023-11-10,False
RMA-0021914,SKU-02102,ST-01488,OVERHEAT,2025-03-09,False
RMA-0021915,SKU-00870,ST-01288,OTHER,2024-09-08,False
RMA-0021916,SKU-01641,ST-01176,MECH_DAMAGE,2023-03-10,True
RMA-0021917,SKU-00798,ST-00236,OTHER,2024-12-19,False
RMA-0021918,SKU-00196,ST-01362,RF_FAULT,2025-09-28,True
RMA-0021919,SKU-01330,ST-01989,FIRMWARE,2024-03-28,True
RMA-0021920,SKU-00986,ST-00495,FIRMWARE,2025-10-11,True
RMA-0021921,SKU-00401,ST-00493,DOA,2023-10-02,True
RMA-0021922,SKU-01190,ST-01511,NO_POWER,2023-01-16,False
RMA-0021923,SKU-02735,ST-01227,FIRMWARE,2024-10-16,True
RMA-0021924,SKU-00541,ST-01102,FIRMWARE,2024-05-23,True
RMA-0021925,SKU-02263,ST-00555,NO_POWER,2023-10-16,True
RMA-0021926,SKU-04172,ST-01060,OVERHEAT,2023-10-16,True
RMA-0021927,SKU-00566,ST-00258,FIRMWARE,2024-03-03,True
RMA-0021928,SKU-02617,ST-00665,OTHER,2024-03-27,True
RMA-0021929,SKU-00323,ST-00171,OTHER,2023-03-12,True
RMA-0021930,SKU-00092,ST-00034,NO_POWER,2023-10-05,True
RMA-0021931,SKU-02378,ST-01316,RF_FAULT,2024-02-12,True
RMA-0021932,SKU-01840,ST-01573,OTHER,2024-02-04,True
RMA-0021933,SKU-00258,ST-00913,MECH_DAMAGE,2024-07-08,True
RMA-0021934,SKU-04710,ST-01726,OTHER,2025-06-08,True
RMA-0021935,SKU-00114,ST-00123,FIRMWARE,2025-03-10,False
RMA-0021936,SKU-02274,ST-00902,RF_FAULT,2024-12-03,True
RMA-0021937,SKU-03502,ST-01359,OTHER,2024-02-28,True
RMA-0021938,SKU-01050,ST-01539,RF_FAULT,2025-07-17,True
RMA-0021939,SKU-04444,ST-01341,DOA,2024-03-30,True
RMA-0021940,SKU-04954,ST-01494,OTHER,2023-09-04,True
RMA-0021941,SKU-03711,ST-00480,DOA,2023-02-11,False
RMA-0021942,SKU-03733,ST-00019,OVERHEAT,2024-02-14,False
RMA-0021943,SKU-03138,ST-00408,OTHER,2025-06-13,True
RMA-0021944,SKU-03345,ST-00343,RF_FAULT,2023-09-28,True
RMA-0021945,SKU-01707,ST-01760,DOA,2025-01-31,True
RMA-0021946,SKU-02116,ST-01053,OTHER,2025-10-16,True
